umls_key	original_label	prefix	local_id	id_label
UMLS:C0591086	Amytal	RXCUI	151348	
UMLS:C0388398	S 16474	MESH	C098862	S 16474
UMLS:C0607901	N-acetyl-3-methylhistidine	MESH	C018440	N-acetyl-3-methylhistidine
UMLS:C1427911	SLC16A12	MESH	C527548	SLC16A12 protein, human
UMLS:C0057456	deoxypyrimidine 5'-nucleotidase	MESH	C040296	deoxypyrimidine 5'-nucleotidase
UMLS:C0391078	RB 106	MESH	C100456	RB 106
UMLS:C1137405	SCH 351591	MESH	C459379	SCH 351591
UMLS:C1506311	Nucleoside Diphosphate Kinase D	MESH	D061107	Nucleoside Diphosphate Kinase D
UMLS:C1420888	TRAF3	MESH	C090656	TRAF3 protein, human
UMLS:C1122714	ribophostin	MESH	C446924	ribophostin
UMLS:C1566235	4-methylspinaceamine	MESH	C496999	4-methylspinaceamine
UMLS:C0546851	benzphetamine hydrochloride	RXCUI	142425	
UMLS:C1538457	CHMP4A	MESH	C481529	CHMP4A protein, human
UMLS:C1433390	RLN3	MESH	C480238	RLN3 protein, human
UMLS:C0311974	taurocyamine kinase	MESH	C022716	taurocyamine kinase
UMLS:C0313351	hemoglobin Pitie Salpetriere	MESH	C032380	hemoglobin Pitie Salpetriere
UMLS:C0282331	quinacrine monohydrochloride	RXCUI	82092	
UMLS:C2981359	fezakinumab	MESH	C000629141	fezakinumab
UMLS:C2981359	fezakinumab	DRUGBANK	DB12344	Fezakinumab
UMLS:C1835898	PALB2	MESH	C512790	PALB2 protein, human
UMLS:C1433563	3-isocyanotheonellin	MESH	C480378	3-isocyanotheonellin
UMLS:C1419272	RARG	MESH	C000727998	RARG protein, human
UMLS:C1414532	FANCF	MESH	C499901	FANCF protein, human
UMLS:C0534659	neurin-1	MESH	C103810	neurin-1
UMLS:C0053844	blastogenic factor	MESH	C027779	blastogenic factor
UMLS:C1336659	TOP3A	MESH	C000630579	TOP3A protein, human
UMLS:C1570452	GIF-0430	MESH	C501616	GIF-0430
UMLS:C0770077	MSRB2	MESH	C120376	MSRB2 protein, human
UMLS:C0072962	Radon Daughters	MESH	D017687	Radon Daughters
UMLS:C0299071	dextrose albumin solution	MESH	C094311	dextrose albumin solution
UMLS:C0911917	lefaxin	MESH	C403770	lefaxin
UMLS:C1422502	SMPD3	MESH	C491484	SMPD3 protein, human
UMLS:C0035499	Rhodopsin	MESH	D012243	Rhodopsin
UMLS:C0007017	Carbon Isotopes	MESH	D002247	Carbon Isotopes
UMLS:C0047557	3-methoxytyrosine	MESH	C008404	3-methoxytyrosine
UMLS:C0766087	Ro 48-5695	MESH	C118553	Ro 48-5695
UMLS:C1438680	GALNT3	MESH	C000727971	GALNT3 protein, human
UMLS:C1335989	Chemokine CXCL9	MESH	D054370	Chemokine CXCL9
UMLS:C1417702	NFE2L3	MESH	C117963	NFE2L3 protein, human
UMLS:C1969043	SGMS2	MESH	C000709035	SGMS2 protein, human
UMLS:C0389338	N-(2-(3-oxazolidonyl)ethyl)valine	MESH	C099331	N-(2-(3-oxazolidonyl)ethyl)valine
UMLS:C1831629	genexol-PM	MESH	C000708971	genexol-PM
UMLS:C1419408	RNASE2	MESH	C479221	RNASE2 protein, human
UMLS:C1434090	SOSTDC1	MESH	C480733	SOSTDC1 protein, human
UMLS:C1422335	PRDM13	MESH	C000628518	PRDM13 protein, human
UMLS:C0073063	mu1 protein, Reovirus	MESH	C055356	mu1 protein, Reovirus
UMLS:C0297915	galactoglucan	MESH	C093768	galactoglucan
UMLS:C0297915	galactoglucan	CAS	55787-15-0	
UMLS:C4519740	ENFORTUMAB	UNII	DLE8519RWM	ENFORTUMAB VEDOTIN
UMLS:C4519740	ENFORTUMAB	CHEMBL.COMPOUND	CHEMBL3301579	ENFORTUMAB
UMLS:C4519740	ENFORTUMAB	CHEMBL.COMPOUND	CHEMBL3301589	
UMLS:C4519740	ENFORTUMAB	DRUGBANK	DB13007	Enfortumab vedotin
UMLS:C4519740	ENFORTUMAB	MESH	C000632577	enfortumab vedotin
UMLS:C4519740	ENFORTUMAB	DrugCentral	5366	enfortumab vedotin
UMLS:C4519740	ENFORTUMAB	RXCUI	2277607	
UMLS:C1428848	LZTS2	MESH	C440108	LZTS2 protein, human
UMLS:C0305770	Cyclomydril	RXCUI	92290	
UMLS:C4255519	Receptor, Notch3	MESH	D000071656	Receptor, Notch3
UMLS:C0383972	trimucrotoxin	MESH	C096805	trimucrotoxin
UMLS:C0067648	N-acetyl-beta-endorphin	MESH	C035101	N-acetyl-beta-endorphin
UMLS:C3217828	metoprolol Pill	RXCUI	1163524	
UMLS:C0072619	puromycin N-acetyltransferase	MESH	C045336	puromycin N-acetyltransferase
UMLS:C0013433	Escherichia coli Proton-Translocating ATPase	MESH	C557221	Escherichia coli Proton-Translocating ATPase
UMLS:C1418868	PRB3	MESH	C524762	PRB3 protein, human
UMLS:C0384648	Interleukin-17	MESH	D020381	Interleukin-17
UMLS:C0299382	M protein, Vesicular stomatitis virus	MESH	C094460	M protein, Vesicular stomatitis virus
UMLS:C1456384	KCNK5	MESH	C410295	KCNK5 protein, human
UMLS:C1419842	SCAND1	MESH	C408468	SCAND1 protein, human
UMLS:C0065417	Lyt antibodies	MESH	C029805	Lyt antibodies
UMLS:C1538787	RBM22	MESH	C516558	RBM22 protein, human
UMLS:C1413725	CRY2	MESH	C538966	CRY2 protein, human
UMLS:C0068599	neurokinin B, Pro(2)-Trp(6,8)-Nle(10)-	MESH	C050787	neurokinin B, Pro(2)-Trp(6,8)-Nle(10)-
UMLS:C4548433	Eusol-C	MESH	C000621852	Eusol-C
UMLS:C1423612	LAMTOR3	MESH	C485425	LAMTOR3 protein, human
UMLS:C4704814	oxindoles	CHEBI	38459	oxindoles
UMLS:C4704814	oxindoles	MESH	D000078183	Oxindoles
UMLS:C0062364	hemoglobin Kansas	MESH	C017360	hemoglobin Kansas
UMLS:C0063904	iso-2-cytochrome C	MESH	C032139	iso-2-cytochrome C
UMLS:C2982393	Tumor Suppressor p53-Binding Protein 1	MESH	D000071857	Tumor Suppressor p53-Binding Protein 1
UMLS:C0027312	NADPH Dehydrogenase	MESH	D009252	NADPH Dehydrogenase
UMLS:C4053545	anti-beta 2 glycoprotein I autoantibody	MESH	C000719296	anti-beta 2 glycoprotein I autoantibody
UMLS:C0062310	hemoglobin Fukuyama	MESH	C057244	hemoglobin Fukuyama
UMLS:C1826722	PRRC1	MESH	C495728	PRRC1 protein, human
UMLS:C2979805	Corifact	DRUGBANK	DB12909	Factor XIII (human)
UMLS:C1609947	VX-944	MESH	C504340	VX-944
UMLS:C0138391	protein I, E coli	MESH	C017685	protein I, E coli
UMLS:C0253972	FGFR4 protein, Coturnix coturnix	MESH	C086864	FGFR4 protein, Coturnix coturnix
UMLS:C0028618	Nucleoside-Phosphate Kinase	MESH	D009703	Nucleoside-Phosphate Kinase
UMLS:C0615841	dinitrophenyl-beta-alanyl-glycyl-glycine	MESH	C033817	dinitrophenyl-beta-alanyl-glycyl-glycine
UMLS:C1423810	RTF2	MESH	C000629265	RTF2 protein, human
UMLS:C0762717	YJA 20379-5	MESH	C116952	YJA 20379-5
UMLS:C0304526	mecamylamine hydrochloride	RXCUI	91240	
UMLS:C0733365	levobunolol hydrochloride	RXCUI	227212	
UMLS:C1438450	DDX19B	MESH	C121148	DDX19B protein, human
UMLS:C1424853	SPDEF	MESH	C403974	SPDEF protein, human
UMLS:C0063558	inosine nucleosidase	MESH	C043277	inosine nucleosidase
UMLS:C3540675	bitter almond extract	RXCUI	1421644	
UMLS:C0913338	SFRP4	MESH	C118723	SFRP4 protein, human
UMLS:C0961065	ER 27856	MESH	C413901	ER 27856
UMLS:C4529781	Fibryga	RXCUI	1947378	
UMLS:C1825968	MESP1	MESH	C000589015	MESP1 protein, human
UMLS:C1611353	5'-deoxyribose-5-phosphate	MESH	C502791	5'-deoxyribose-5-phosphate
UMLS:C0030311	pancuronium bromide	RXCUI	7884	
UMLS:C1413801	CTNND2	MESH	C000722348	CTNND2 protein, human
UMLS:C1413801	CTNND2	MESH	D000095002	Delta Catenin
UMLS:C0646589	F390 hydrolase	MESH	C069618	F390 hydrolase
UMLS:C3254587	GNF 179	MESH	C568947	GNF 179
UMLS:C0028906	Clove oil	DRUGBANK	DB11338	Clove oil
UMLS:C0028906	Clove oil	MESH	D045783	Clove Oil
UMLS:C0028906	Clove oil	RXCUI	7624	
UMLS:C0056800	cyclophosphamide oxidase	MESH	C039680	cyclophosphamide oxidase
UMLS:C0065852	medetomidine hydrochloride	RXCUI	29428	
UMLS:C0972262	SR 90107A-ORG 31540	MESH	C417062	SR 90107A-ORG 31540
UMLS:C1609165	tocilizumab	MESH	C502936	tocilizumab
UMLS:C1609165	tocilizumab	DRUGBANK	DB06273	Tocilizumab
UMLS:C1419431	RNGTT	MESH	C000729828	
UMLS:C1126966	chlorthalidone 12.5 MG	RXCUI	331132	
UMLS:C1335872	STAT1	MESH	C494079	STAT1 protein, human
UMLS:C0076642	Receptors, Thyrotropin-Releasing Hormone	MESH	D018025	Receptors, Thyrotropin-Releasing Hormone
UMLS:C1429364	Psap protein, mouse	MESH	C483344	Psap protein, mouse
UMLS:C0165138	glutamate-1-semialdehyde	MESH	C057794	glutamate-1-semialdehyde
UMLS:C1424823	STK36	MESH	C496588	STK36 protein, human
UMLS:C0300683	vg protein, Drosophila	MESH	C095064	vg protein, Drosophila
UMLS:C1506537	FOXA1	MESH	C496499	FOXA1 protein, human
UMLS:C0982211	indomethacin sodium	RXCUI	1294612	
UMLS:C0676760	AMP-AMP phosphotransferase	MESH	C113119	AMP-AMP phosphotransferase
UMLS:C1412691	ALDH7A1	MESH	C089507	ALDH7A1 protein, human
UMLS:C1428645	ZNF595	MESH	C000619273	ZNF595 protein, human
UMLS:C5242457	Omburtamab	DRUGBANK	DB15635	Omburtamab
UMLS:C0256874	GR 94800	MESH	C088270	GR 94800
UMLS:C0298029	SNX 260	MESH	C093823	SNX 260
UMLS:C4555144	SPINDOC	MESH	C000629253	SPINDOC protein, human
UMLS:C1416684	KLRC3	MESH	C527062	KLRC3 protein, human
UMLS:C0078295	viper venoid	MESH	C050899	viper venoid
UMLS:C1825026	EDC4	MESH	C507914	EDC4 protein, human
UMLS:C0387407	glucose-regulated protein 170	MESH	C098410	glucose-regulated protein 170
UMLS:C2828732	SRRM3	MESH	C000608776	SRRM3 protein, human
UMLS:C0971025	polyethylene glycol polyethyleneimine nanogel	MESH	C413692	polyethylene glycol polyethyleneimine nanogel
UMLS:C1610354	retinalamin	MESH	C503555	retinalamin
UMLS:C1414992	GAS7	MESH	C114909	GAS7 protein, human
UMLS:C0062261	Hemoglobin Camden	MESH	C036399	hemoglobin Camden
UMLS:C0540015	GR143330X	MESH	C106475	GR143330X
UMLS:C0528480	Presenilin-2	MESH	D053766	Presenilin-2
UMLS:C0911555	lysoMC	MESH	C403208	lysoMC
UMLS:C4546892	Carbon-21	MESH	C000615241	Carbon-21
UMLS:C0535488	J protein, Bacteriophage phi X 174	MESH	C104212	J protein, Bacteriophage phi X 174
UMLS:C1452412	A0A384NYJ4_HUMAN Iron-sulfur cluster co-chaperone protein HscB (trembl)	MESH	C490651	HSCB protein, human
UMLS:C0872078	Presenilins	MESH	D053763	Presenilins
UMLS:C0385112	HLA-DR13 antigen	MESH	C097337	HLA-DR13 antigen
UMLS:C1823912	ZBTB46	MESH	C574225	Zbtb46 protein, human
UMLS:C1883620	alpha-aminobutyric acid, L-	RXCUI	2464936	
UMLS:C3832704	urea sulfate	RXCUI	1539374	
UMLS:C1142932	Iseganan	DRUGBANK	DB16010	Iseganan
UMLS:C1246779	mebendazole Chewable Tablet	RXCUI	372720	
UMLS:C1412768	BCL7C	MESH	C117186	BCL7C protein, human
UMLS:C1570636	methylenebisphosphonate cyclic ADP-ribose	MESH	C501765	methylenebisphosphonate cyclic ADP-ribose
UMLS:C0971212	fumagillin methyl ester	MESH	C416816	fumagillin methyl ester
UMLS:C0001064	Acetylserotonin N-Methyltransferase	MESH	D000121	Acetylserotonin O-Methyltransferase
UMLS:C0030952	peptide synthase	MESH	D010453	Peptide Synthases
UMLS:C1170407	Mucinex	RXCUI	352777	
UMLS:C0065163	lomofungin	MESH	C100203	lomofungin
UMLS:C0065163	lomofungin	CAS	26786-84-5	
UMLS:C0591174	Betagan	RXCUI	151434	
UMLS:C0611928	phenylglycine chloride	MESH	C027797	phenylglycine chloride
UMLS:C0910051	Ech hydrogenase	MESH	C400203	Ech hydrogenase
UMLS:C0632065	dividin	MESH	C053990	dividin
UMLS:C0532539	flavostatin	MESH	C102800	flavostatin
UMLS:C1248670	clopidogrel Oral Tablet	RXCUI	374583	
UMLS:C0132301	neurotrophin 5	MESH	C071951	neurotrophin 5
UMLS:C0757806	BAY 10-8888	MESH	C114614	2-amino-4-methylenecyclopentane-1-carboxylic acid
UMLS:C1259409	tailspike protein, bacteriophage	MESH	C083268	tailspike protein, bacteriophage
UMLS:C1366490	GRK2	MESH	C496567	GRK2 protein, human
UMLS:C0031704	Phosphorous Acids	MESH	D010757	Phosphorous Acids
UMLS:C0652144	P34 protein, Glycine max	MESH	C075135	P34 protein, Glycine max
UMLS:C1335222	GDF15	MESH	C526140	GDF15 protein, human
UMLS:C1538683	PNCK	MESH	C517606	PNCK protein, human
UMLS:C0061080	gamma-N-methylasparagine	MESH	C054431	gamma-N-methylasparagine
UMLS:C2349012	Ulva lactuca	MESH	C000728529	Ulva lactuca
UMLS:C2349012	Ulva lactuca	RXCUI	1338620	
UMLS:C0609819	NAD transferase	MESH	C023922	NAD transferase
UMLS:C1528723	avarol-3'-thiosalicylate	MESH	C493040	avarol-3'-thiosalicylate
UMLS:C0601351	dehydrolysine	MESH	C002194	dehydrolysine
UMLS:C0771813	phenylbutazone sodium	RXCUI	236529	
UMLS:C0762013	RP 23618	MESH	C116623	RP 23618
UMLS:C0656369	Aggrastat	RXCUI	187024	
UMLS:C0971772	BSCL2	MESH	C432679	BSCL2 protein, human
UMLS:C4078539	folicitin	MESH	C000604053	folicitin
UMLS:C0986341	glycopyrrolate 1 MG	RXCUI	316000	
UMLS:C0164056	eucerin	MESH	C039909	eucerin
UMLS:C0164056	eucerin	CAS	8036-49-5	
UMLS:C0101379	Activating Transcription Factor 4	MESH	D051701	Activating Transcription Factor 4
UMLS:C0024546	Malates	MESH	D008293	Malates
UMLS:C4706023	RAF1	MESH	C000627598	Raf1 protein, human
UMLS:C1422704	MRPS5	MESH	C000632294	MRPS5 protein, human
UMLS:C0165142	dihydroisotryptophan	MESH	C057813	dihydroisotryptophan
UMLS:C0761412	XV 454	MESH	C116340	XV 454
UMLS:C0357603	diclofenac sodium 0.01 MG/MG Topical Gel	RXCUI	855633	
UMLS:C0076562	thrombosthenin	MESH	C100174	thrombosthenin
UMLS:C1418213	P2RX4	MESH	C548226	P2RX4 protein, human
UMLS:C2939943	Italian rye grass pollen extract	DRUGBANK	DB10964	Lolium perenne subsp. multiflorum pollen
UMLS:C0071358	poly ICL	MESH	C040125	poly ICL
UMLS:C0253965	glutathione transporter	MESH	C086860	glutathione transporter
UMLS:C1368814	esomeprazole Delayed Release Oral Tablet	RXCUI	439356	
UMLS:C5198083	68Ga-DOTA-Peptide	MESH	C000630414	68Ga-DOTA-Peptide
UMLS:C1415347	GTF2I	MESH	C104259	GTF2I protein, human
UMLS:C1334310	KLRB1	MESH	C527203	KLRB1 protein, human
UMLS:C0075786	talisomycin	MESH	C016126	talisomycin
UMLS:C1418431	PDE7A	MESH	C517458	PDE7A protein, human
UMLS:C0669167	gambiertoxin (CTX-4B)	MESH	C109660	gambiertoxin (CTX-4B)
UMLS:C1540141	TXNL4B	MESH	C506013	TXNL4B protein, human
UMLS:C0072994	RC 160	MESH	C051458	vapreotide
UMLS:C0072994	RC 160	DRUGBANK	DB04894	Vapreotide
UMLS:C0025576	metaraminol bitartrate	RXCUI	6806	
UMLS:C0300167	LR B-081	MESH	C094835	LR B-081
UMLS:C0077730	Polypeptide N-acetylgalactosaminyltransferase	MESH	D000097763	Polypeptide N-acetylgalactosaminyltransferase
UMLS:C1335858	SP1	MESH	C108209	SP1 protein, human
UMLS:C0613754	kymalzone	MESH	C030771	kymalzone
UMLS:C0966787	protein kinase D2	MESH	D000091283	Protein Kinase D2
UMLS:C1416484	ITGA2	MESH	C000727529	ITGA2 protein, human
UMLS:C0067687	N-acetylcarnosine	MESH	C033681	N-acetylcarnosine
UMLS:C0062506	heparin depolymerase	MESH	C021347	heparin depolymerase
UMLS:C0031780	phthalazines	CHEBI	38768	phthalazines
UMLS:C0031780	phthalazines	MESH	D010793	Phthalazines
UMLS:C0208050	malyl-coenzyme A	MESH	C042519	malyl-coenzyme A
UMLS:C0034471	R Factors	MESH	D011815	R Factors
UMLS:C0387390	MR 387A	MESH	C098403	MR 387A
UMLS:C1320102	Factive	RXCUI	402085	
UMLS:C1429989	US28 receptor, Cytomegalovirus	MESH	C411191	US28 receptor, Cytomegalovirus
UMLS:C0662080	rab1 protein, Lymnaea stagnalis	MESH	C083930	rab1 protein, Lymnaea stagnalis
UMLS:C0667569	aspartyl-aspartic acid	MESH	C108952	aspartyl-aspartic acid
UMLS:C3712004	phospholipon 90G	MESH	C585968	phospholipon 90G
UMLS:C1505502	Slc22a19 protein, mouse	MESH	C488753	Slc22a19 protein, mouse
UMLS:C0631988	propionate-3-nitronate oxidase	MESH	C053917	propionate-3-nitronate oxidase
UMLS:C3180250	mucusoside	MESH	C556732	mucusoside
UMLS:C0059197	endodeoxyribonuclease NaeI	MESH	C060630	endodeoxyribonuclease NaeI
UMLS:C0760956	heparin-binding protein receptor	MESH	C116128	heparin-binding protein receptor
UMLS:C1438152	SHC2	MESH	C099021	SHC2 protein, human
UMLS:C0051742	AMP nucleosidase	MESH	C019699	AMP nucleosidase
UMLS:C1172445	AHSP	MESH	C468768	AHSP protein, human
UMLS:C1427435	DACT2	MESH	C478653	DACT2 protein, human
UMLS:C0967269	Hia adhesin	MESH	C429644	Hia adhesin
UMLS:C0116731	ethidium-DNA complex	MESH	C052890	ethidium-DNA complex
UMLS:C2717969	Aspartic Acid Proteases	MESH	D057055	Aspartic Acid Proteases
UMLS:C0000119	11-Hydroxycorticosteroids	MESH	D015062	11-Hydroxycorticosteroids
UMLS:C0030135	Fenclonine	MESH	D010134	Fenclonine
UMLS:C1417525	MYCBP	MESH	C116115	MYCBP protein, human
UMLS:C1123408	minocycline 100 MG	RXCUI	328489	
UMLS:C0072822	quantrel	MESH	C029857	quantrel
UMLS:C1412274	AFG3L2	MESH	C120699	AFG3L2 protein, human
UMLS:C2353522	F8 monoclonal antibody	MESH	C528643	F8 monoclonal antibody
UMLS:C1538450	CHD8	MESH	C523331	CHD8 protein, human
UMLS:C1174623	ST 1346	MESH	C471762	ST 1346
UMLS:C0676743	lysine 2-aminotransferase	MESH	C113111	lysine 2-aminotransferase
UMLS:C1174438	PR835	MESH	C471468	PR835
UMLS:C1246923	methylphenidate Extended Release Oral Tablet	RXCUI	372862	
UMLS:C0255218	promothiocin B	MESH	C087471	promothiocin B
UMLS:C0073263	RPL7A	MESH	C057838	RPL7A protein, human
UMLS:C1425529	ZDHHC7	MESH	C447819	ZDHHC7 protein, human
UMLS:C1258402	Npm2 protein, mouse	MESH	C533552	Npm2 protein, mouse
UMLS:C0072374	protein kinase P	MESH	C054566	protein kinase P
UMLS:C0887893	Parainfluenza Vaccines	MESH	D022241	Parainfluenza Vaccines
UMLS:C1420564	TAC3	MESH	C000601382	TAC3 protein, human
UMLS:C1413805	CTPS2	MESH	C000707227	CTPS2 protein, human
UMLS:C0915731	imidazoline I1 receptors	MESH	C410887	imidazoline I1 receptors
UMLS:C5544962	lysionotin	MESH	C561747	lysionotin
UMLS:C1952447	ceteth-20	RXCUI	1310709	
UMLS:C0018440	Proton Pump	MESH	D017494	Proton Pumps
UMLS:C1424818	PSORS1C1	MESH	C484393	PSORS1C1 protein, human
UMLS:C0521925	salinomycin sodium	RXCUI	1812261	
UMLS:C0256919	PCCG glucan	MESH	C088291	PCCG glucan
UMLS:C0256919	PCCG glucan	CAS	143779-03-7	
UMLS:C2698134	demcizumab	MESH	C000609115	demcizumab
UMLS:C2698134	demcizumab	DRUGBANK	DB12734	Demcizumab
UMLS:C3860151	follicle stimulating hormone, porcine	RXCUI	1594665	
UMLS:C1421569	ZBTB14	MESH	C489978	ZBTB14 protein, human
UMLS:C1610844	PD0313052	MESH	C503110	PD0313052
UMLS:C1418832	PPP1R7	MESH	C509751	PPP1R7 protein, human
UMLS:C0608432	L-dopa peroxidase	MESH	C020090	L-dopa peroxidase
UMLS:C0673866	McInnes solution	MESH	C111779	McInnes solution
UMLS:C0660928	ukonan C	MESH	C082977	ukonan C
UMLS:C0660928	ukonan C	CAS	128606-59-7	
UMLS:C1138290	glucopyranosyl-acarviosinyl-glucopyranose	MESH	C462531	glucopyranosyl-acarviosinyl-glucopyranose
UMLS:C1420186	SLC34A2	MESH	C493557	SLC34A2 protein, human
UMLS:C1439126	SoxN protein, Drosophila	MESH	C412366	SoxN protein, Drosophila
UMLS:C1570512	N-(6-(biotinamido)hexyl)-3'-(2'-pyridyldithio)propionamide	MESH	C501660	N-(6-(biotinamido)hexyl)-3'-(2'-pyridyldithio)propionamide
UMLS:C1412881	FERRY3	MESH	C000597204	C12orf4 protein, human
UMLS:C0356365	Insulin, Short-Acting	MESH	D061266	Insulin, Short-Acting
UMLS:C0122813	hydroxygentamicin	MESH	C023959	hydroxygentamicin
UMLS:C0122813	hydroxygentamicin	CAS	74191-35-8	
UMLS:C0531744	ecarpholin S	MESH	C102372	ecarpholin S
UMLS:C0252609	(3-nitrobenzoyl)alanine	MESH	C086214	(3-nitrobenzoyl)alanine
UMLS:C1414097	DNAH14	MESH	C000612831	DNAH14 protein, human
UMLS:C0390930	Nuclear matrix protein 22	MESH	C100379	nuclear matrix protein 22
UMLS:C0103020	aminopeptidase B	MESH	C019721	aminopeptidase B
UMLS:C0219488	CRKL	MESH	C082869	CRKL protein
UMLS:C0083398	methionine acetyltransferase	MESH	C045222	methionine acetyltransferase
UMLS:C0765285	diisopropylglutathione ester	MESH	C118177	diisopropylglutathione ester
UMLS:C1241869	disulfiram Oral Tablet [Antabuse]	RXCUI	367893	
UMLS:C0044155	1-(2-pyridin-2-yldiazenyl)-2-naphthol	CHEBI	194272	1-(2-pyridin-2-yldiazenyl)-2-naphthol
UMLS:C0044155	1-(2-pyridin-2-yldiazenyl)-2-naphthol	UNII	095B53Y3XV	1-(2-PYRIDYLAZO)-2-NAPHTHOL
UMLS:C0044155	1-(2-pyridin-2-yldiazenyl)-2-naphthol	MESH	C041728	1-(2-pyridylazo)-2-naphthol
UMLS:C0044155	1-(2-pyridin-2-yldiazenyl)-2-naphthol	INCHIKEY	LLYOXZQVOKALCD-ISLYRVAYSA-N	
UMLS:C0073297	ribosomal protein L32	MESH	C041806	ribosomal protein L32
UMLS:C0025782	Methylhydrazines	MESH	D008763	Methylhydrazines
UMLS:C1872385	pentabrominated diphenyl ether 100	MESH	C517827	pentabrominated diphenyl ether 100
UMLS:C0043683	1(3),2-diacylglyceryl-3(1)-O-4'-(N,N,N-trimethyl)homoserine	MESH	C021660	1(3),2-diacylglyceryl-3(1)-O-4'-(N,N,N-trimethyl)homoserine
UMLS:C0608607	4-vinylpyridoxal	MESH	C020640	4-vinylpyridoxal
UMLS:C1173866	mu-conotoxin SmIIIA	MESH	C470785	mu-conotoxin SmIIIA
UMLS:C4329439	TL-895	DRUGBANK	DB16471	TL-895
UMLS:C0285694	cytochrome c nitrite reductase	MESH	C054690	nitrate reductase (cytochrome)
UMLS:C5391481	ORF7b protein, SARS-CoV-2	MESH	C000705571	ORF7b protein, SARS-CoV-2
UMLS:C3265310	sage extract	RXCUI	1354504	
UMLS:C0123557	initiation factor 4F component p220	MESH	C069883	initiation factor 4F component p220
UMLS:C0591275	Cogentin	RXCUI	151532	
UMLS:C1566807	SMAD5	MESH	C497797	SMAD5 protein, human
UMLS:C0017954	Glycophorin	MESH	D006021	Glycophorins
UMLS:C1420745	TJP2	MESH	C569046	TJP2 protein, human
UMLS:C1427421	ADTRP	MESH	C568706	ADTRP protein, human
UMLS:C1420301	SNX2	MESH	C513979	SNX2 protein, human
UMLS:C1099786	meso-tetra(4-sulphonatophenyl)porphyrinato copper(II)	MESH	C441604	meso-tetra(4-sulphonatophenyl)porphyrinato copper(II)
UMLS:C1826621	AJAP1	MESH	C483313	AJAP1 protein, human
UMLS:C1419060	PTGDS	MESH	C000656466	PTGDS protein, human
UMLS:C3180221	MRS 2211	MESH	C556691	MRS 2211
UMLS:C0632750	glycoprotein BCA 225	MESH	C054830	glycoprotein BCA 225
UMLS:C0755352	diazafulvene	MESH	C113487	diazafulvene
UMLS:C0208442	tosyllysine chloromethyl ketone-thrombin	MESH	C050816	tosyllysine chloromethyl ketone-thrombin
UMLS:C0070782	phosphatidyl-N-monomethylaminoethanol	MESH	C032000	phosphatidyl-N-monomethylaminoethanol
UMLS:C0755593	pyridobenzo(b,f)1,5-oxazocyn-6-one	MESH	C113595	pyridobenzo(b,f)1,5-oxazocyn-6-one
UMLS:C1412051	AADAC	MESH	C569302	AADAC protein, human
UMLS:C1413903	DAO	MESH	C417983	DAO protein, human
UMLS:C1825702	SRRM4	MESH	C000595377	SRRM4 protein, human
UMLS:C0538612	UR 7280	MESH	C105773	UR 7280
UMLS:C0388516	leocaine	MESH	C098919	leocaine
UMLS:C0084525	serpin-enzyme complex receptor	MESH	C064184	serpin-enzyme complex receptor
UMLS:C1571580	Smad Proteins	MESH	D051785	Smad Proteins
UMLS:C0082868	UL9 protein, Human herpesvirus 1	MESH	C064565	UL9 protein, Human herpesvirus 1
UMLS:C4041873	Ti-Zr alloy	MESH	C000599177	Ti-Zr alloy
UMLS:C0062376	hemoglobin Le Lamentin	MESH	C035852	hemoglobin Le Lamentin
UMLS:C0766164	BCL10	MESH	C118591	BCL10 protein, human
UMLS:C1413750	CSF2RA	MESH	C521678	CSF2RA protein, human
UMLS:C0299890	glutamyl-glutamic acid	MESH	C094686	glutamyl-glutamic acid
UMLS:C0074202	PrPC Proteins	MESH	D018621	PrPC Proteins
UMLS:C1825633	JAKMIP1	MESH	C484851	JAKMIP1 protein, human
UMLS:C0068186	N-nitroso-2-methylthiazolidine-4-carboxylic acid	MESH	C041920	N-nitroso-2-methylthiazolidine-4-carboxylic acid
UMLS:C0723780	Topicort	RXCUI	220345	
UMLS:C3491989	RAP-103	MESH	C571901	RAP-103
UMLS:C0298888	KTN1	MESH	C088547	KTN1 protein, human
UMLS:C3469622	INTS13	MESH	C581358	INTS13 protein, human
UMLS:C0215955	LCN2	MESH	C489506	LCN2 protein, human
UMLS:C2828633	ARHGAP39	MESH	C000728650	ARHGAP39 protein, human
UMLS:C4763719	Myokines	MESH	D000097724	Myokines
UMLS:C1823276	THSD4	MESH	C000602522	THSD4 protein, human
UMLS:C0259533	cationic colloidal gold	MESH	C089532	cationic colloidal gold
UMLS:C0721436	Lotensin	RXCUI	218088	
UMLS:C0907709	Cohesins	MESH	D000097722	Cohesins
UMLS:C0653074	peanut agglutinin precursor	MESH	C076006	peanut agglutinin precursor
UMLS:C5424244	pegfilgrastim	MESH	C455861	pegfilgrastim
UMLS:C5424244	pegfilgrastim	DRUGBANK	DB00019	Pegfilgrastim
UMLS:C1528572	myulchikinase	MESH	C492920	myulchikinase
UMLS:C1564377	Complement C3-C5 Convertases, Classical Pathway	MESH	D050579	Complement C3-C5 Convertases, Classical Pathway
UMLS:C1308398	TLR5	MESH	C495346	TLR5 protein, human
UMLS:C1453875	ATP6V0A4	MESH	C490181	ATP6V0A4 protein, human
UMLS:C0910367	feruloyl-coenzyme A synthetase	MESH	C400923	feruloyl-coenzyme A synthetase
