umls_key	original_label	prefix	local_id	id_label
UMLS:C3539854	CD109	MESH	C120523	CD109 protein, human
UMLS:C1454377	cellobiose-ureide	MESH	C487968	cellobiose-ureide
UMLS:C0066384	Methylglyoxal synthase	MESH	C021578	methylglyoxal synthase
UMLS:C0966658	HELLS	MESH	C412063	HELLS protein, human
UMLS:C0645413	formyl-aminohexyl-leucyl-phenylalanyl-aminohexyl-tyrosyl-phenylalanine	MESH	C068478	formyl-aminohexyl-leucyl-phenylalanyl-aminohexyl-tyrosyl-phenylalanine
UMLS:C0070668	phenylboronic acid-sepharose	MESH	C035597	phenylboronic acid-sepharose
UMLS:C0070668	phenylboronic acid-sepharose	CAS	74188-11-7	
UMLS:C0908417	benzyloxycarbonyl aspartyl-glutamyl-valyl-aspartyl-chloromethyl ketone	MESH	C120992	benzyloxycarbonyl aspartyl-glutamyl-valyl-aspartyl-chloromethyl ketone
UMLS:C0693374	fluconazole 150 MG Oral Capsule	RXCUI	199745	
UMLS:C0648812	S-(4-bromo-2,3-dioxobutyl)glutathione	MESH	C071878	S-(4-bromo-2,3-dioxobutyl)glutathione
UMLS:C0061705	glycyl aminopeptidase	MESH	C020824	glycyl aminopeptidase
UMLS:C4742253	folfirinox	MESH	C000627770	folfirinox
UMLS:C1420824	TNNI1	MESH	C581522	TNNI1 protein, human
UMLS:C2932866	Ache protein, rat	MESH	C548246	Ache protein, rat
UMLS:C2743532	N-(((2-hydroxy-5-nitrophenyl)amino)carbonothioyl)-3,5-dimethylbenzamide	MESH	C543892	N-(((2-hydroxy-5-nitrophenyl)amino)carbonothioyl)-3,5-dimethylbenzamide
UMLS:C1426670	DDX54	MESH	C473285	DDX54 protein, human
UMLS:C0006703	calcium ipodate	RXCUI	1911	
UMLS:C4730853	prednisoLONE acetate Ophthalmic Suspension	RXCUI	2645921	
UMLS:C0758625	polyetherurethane	MESH	C115016	polyetherurethane
UMLS:C0084705	T4 deoxyribonucleoside 5'-triphosphate synthetase complex	MESH	C063448	T4 deoxyribonucleoside 5'-triphosphate synthetase complex
UMLS:C1823985	ZNF649	MESH	C502775	ZNF649 protein, human
UMLS:C1417609	NCF2	MESH	C527764	NCF2 protein, human
UMLS:C0082245	Dfd protein, Drosophila	MESH	C066676	Dfd protein, Drosophila
UMLS:C0969384	secretory carrier membrane protein 4	MESH	C434246	Scamp4 protein, rat
UMLS:C1125283	indomethacin 100 MG	RXCUI	329869	
UMLS:C1437341	ferric uptake regulating proteins, bacterial	MESH	C068477	ferric uptake regulating proteins, bacterial
UMLS:C0647975	vanadate-sensitive ATPase	MESH	C070990	vanadate-sensitive ATPase
UMLS:C0051427	Demser	MESH	C000722510	racemetyrosine
UMLS:C0051427	Demser	MESH	D019805	alpha-Methyltyrosine
UMLS:C0051427	Demser	DRUGBANK	DB00765	Metyrosine
UMLS:C0051427	Demser	DRUGBANK	DB16306	Racemetyrosine
UMLS:C0963272	LY396623	MESH	C418217	LY396623
UMLS:C5422662	Styphnolobium japonicum fruit extract	RXCUI	2462661	
UMLS:C0075356	Styromal	MESH	C025704	Styromal
UMLS:C0075356	Styromal	CAS	9011-13-6	
UMLS:C1175288	Ti3SiC2	MESH	C472586	Ti3SiC2
UMLS:C1449965	Sarcoglycans	MESH	D049031	Sarcoglycans
UMLS:C1447715	RECK	MESH	C115460	RECK protein, human
UMLS:C1427482	KCTD3	MESH	C581029	KCTD3 protein, human
UMLS:C0057613	dextran dialdehyde	MESH	C026948	dextran dialdehyde
UMLS:C0057613	dextran dialdehyde	CAS	37317-99-0	
UMLS:C0353902	kaolin light	RXCUI	104100	
UMLS:C0251594	FLAG peptide	MESH	C085706	FLAG peptide
UMLS:C0753215	KLF3	MESH	C501168	KLF3 protein, human
UMLS:C1576820	magnesium ascorbyl phosphate	RXCUI	1425918	
UMLS:C0986066	finasteride 5 MG	RXCUI	315934	
UMLS:C0893682	TS 962	MESH	C401889	TS 962
UMLS:C0907616	myosin IXB	MESH	C113469	myosin IXB
UMLS:C0608331	L-alanyl-L-phenylalanine hydrolase	MESH	C019639	L-alanyl-L-phenylalanine hydrolase
UMLS:C1570461	sinapyl aldehyde	MESH	C501624	sinapyl aldehyde
UMLS:C0536444	fibrinogen Matsumoto I	MESH	C104703	fibrinogen Matsumoto I
UMLS:C1427080	TPH2	MESH	C494784	TPH2 protein, human
UMLS:C0701925	Ketaset	RXCUI	1087923	
UMLS:C0072319	protamine P1	MESH	C046533	protamine P1
UMLS:C0050551	acid cholesterol ester synthetase	MESH	C031695	acid cholesterol ester synthetase
UMLS:C1538156	ZBTB38	MESH	C508975	ZBTB38 protein, human
UMLS:C3256322	acetic monoethanolamide	RXCUI	1311639	
UMLS:C0042053	Urocanate Hydratase	MESH	D014559	Urocanate Hydratase
UMLS:C1422829	FYCO1	MESH	C460141	FYCO1 protein, human
UMLS:C1246702	loratadine Oral Tablet	RXCUI	372643	
UMLS:C0303224	Gallium-66	MESH	C000615428	Gallium-66
UMLS:C0969591	pentyl-4-yn-valproic acid	MESH	C434604	pentyl-4-yn-valproic acid
UMLS:C1822751	SLC25A42	MESH	C544398	SLC25A42 protein, human
UMLS:C0031428	phenols	CHEBI	33853	phenols
UMLS:C0031428	phenols	CHEBI	2857	
UMLS:C0031428	phenols	CHEBI	25969	
UMLS:C0031428	phenols	CHEBI	13664	
UMLS:C0031428	phenols	CHEBI	13825	
UMLS:C0031428	phenols	CHEBI	29322	
UMLS:C0031428	phenols	MESH	D010636	Phenols
UMLS:C1415150	GNB1L	MESH	C434113	GNB1L protein, human
UMLS:C1432172	WRNIP1	MESH	C430237	WRNIP1 protein, human
UMLS:C1422181	FAM3A	MESH	C582880	FAM3A protein, human
UMLS:C1417541	MYH6	MESH	C094239	MYH6 protein, human
UMLS:C1452838	AGD2-LIKE DEFENSE RESPONSE PROTEIN1, Arabidopsis	MESH	C487185	AGD2-LIKE DEFENSE RESPONSE PROTEIN1, Arabidopsis
UMLS:C0757457	multidrug resistance-associated protein 3	MESH	C114462	multidrug resistance-associated protein 3
UMLS:C1413299	CDSN	MESH	C109656	CDSN protein, human
UMLS:C0908396	unsaturated glucuronyl hydrolase	MESH	C120983	unsaturated glucuronyl hydrolase
UMLS:C3710678	BUB1	MESH	C584277	BUB1 protein, human
UMLS:C1454068	Lyst protein, mouse	MESH	C491133	Lyst protein, mouse
UMLS:C0059304	enkephalin degrading enzyme	MESH	C025579	enkephalin degrading enzyme
UMLS:C1366622	MOK	MESH	C498978	MOK protein, human
UMLS:C0212532	IL1RL1	MESH	C079241	IL1RL1 protein, human
UMLS:C0672541	2-(2-(diethylamino)ethyl)thio-5-ethoxybenzimidazole	MESH	C111159	2-(2-(diethylamino)ethyl)thio-5-ethoxybenzimidazole
UMLS:C0244699	1-amino-2-ethylcyclopropane-1-carboxylic acid	MESH	C043950	1-amino-2-ethylcyclopropane-1-carboxylic acid
UMLS:C0074049	Sarapin	MESH	C030569	Sarapin
UMLS:C0074049	Sarapin	CAS	80399-58-2	
UMLS:C0074049	Sarapin	RXCUI	36164	
UMLS:C0073438	RNA-dependent ATPase	MESH	C027900	RNA-dependent ATPase
UMLS:C1435103	VPS39	MESH	C485791	VPS39 protein, human
UMLS:C0591894	Nytol	RXCUI	1092413	
UMLS:C0771848	donepezil hydrochloride	RXCUI	236559	
UMLS:C0795598	dicalcium phosphate	RXCUI	253163	
UMLS:C0064548	Methionine gamma-lyase	MESH	C021558	L-methionine gamma-lyase
UMLS:C0643292	Interferon-Stimulated Gene Factor 3, alpha Subunit	MESH	D050833	Interferon-Stimulated Gene Factor 3, alpha Subunit
UMLS:C3253705	desferrioxamine E	MESH	C561576	desferrioxamine E
UMLS:C1413350	CETN1	MESH	C580665	CETN1 protein, human
UMLS:C1309974	MUC13	MESH	C429552	MUC13 protein, human
UMLS:C1311187	cholera holotoxin, His(29)-	MESH	C476776	cholera holotoxin, His(29)-
UMLS:C1138168	taxoid C13-side-chain N-benzoyltransferase	MESH	C461940	taxoid C13-side-chain N-benzoyltransferase
UMLS:C0965520	anastellin	MESH	C423921	anastellin
UMLS:C1336626	THBS1	MESH	C000611726	thrombospondin-1, human
UMLS:C1422785	AMN	MESH	C484714	AMN protein, human
UMLS:C5439909	VXA-CoV2-1	DRUGBANK	DB16433	VXA-CoV2-1
UMLS:C0674390	remnant-like particle cholesterol	MESH	C112017	remnant-like particle cholesterol
UMLS:C1378702	CYP2C18	MESH	C082185	CYP2C18 protein, human
UMLS:C0531478	trichokonin II	MESH	C102252	trichokonin II
UMLS:C0968890	bru1 protein, Drosophila	MESH	C093437	bru1 protein, Drosophila
UMLS:C2828632	ARHGAP36	MESH	C000628127	ARHGAP36 protein, human
UMLS:C4734327	Xofluza	RXCUI	2100001	
UMLS:C0052836	B 3852	MESH	C052791	B 3852
UMLS:C0528709	tetrafluorothalidomide	MESH	C100913	tetrafluorothalidomide
UMLS:C4506529	cytochrome P-450 1A2, mouse	MESH	C000617645	cytochrome P-450 1A2, mouse
UMLS:C0061999	guggulu extract	UNII	34969JX79R	GUGGUL
UMLS:C0061999	guggulu extract	MESH	C018562	guggulu extract
UMLS:C0061999	guggulu extract	RXCUI	26346	
UMLS:C1413449	CLCA4	MESH	C496604	CLCA4 protein, human
UMLS:C0768337	PD 158473	MESH	C119559	PD 158473
UMLS:C1328706	Ro 50-3821	DRUGBANK	DB09107	Methoxy polyethylene glycol-epoetin beta
UMLS:C0254445	protein kinase C lambda	MESH	C087094	protein kinase C lambda
UMLS:C1123769	prazosin 2 MG	RXCUI	328786	
UMLS:C1539788	SLURP1	MESH	C048963	SLURP1 protein, human
UMLS:C1312288	satragaloside IV	MESH	C477970	satragaloside IV
UMLS:C0660378	CYS7	MESH	C082474	CYS7
UMLS:C2608995	febuxostat 80 MG	RXCUI	834240	
UMLS:C5140459	cocoa shell extract	RXCUI	2171268	
UMLS:C0391518	stevastelin B	MESH	C100705	stevastelin B
UMLS:C0754953	nitrosylcobalamin	MESH	C113298	nitrosylcobalamin
UMLS:C0218265	hemoglobin Madrid	MESH	C082236	hemoglobin Madrid
UMLS:C3180026	beta-defensin-14, mouse	MESH	C556378	beta-defensin-14, mouse
UMLS:C0875952	Aciphex	RXCUI	261440	
UMLS:C1701452	cathepsin L1, Fasciola hepatica	MESH	C509464	cathepsin L1, Fasciola hepatica
UMLS:C1422658	LPIN2	MESH	C502575	LPIN2 protein, human
UMLS:C1538899	ABI3BP	MESH	C439569	ABI3BP protein, human
UMLS:C0969670	Non-Fibrillar Collagens	MESH	D024041	Non-Fibrillar Collagens
UMLS:C1612975	ethanol 0.7 ML/ML Topical Solution	RXCUI	582753	
UMLS:C0676252	YM 170320	MESH	C112880	YM 170320
UMLS:C4505233	SAP90-PSD95 Associated Proteins	MESH	D000074407	SAP90-PSD95 Associated Proteins
UMLS:C1378222	nitazoxanide 500 MG	RXCUI	446755	
UMLS:C1538929	ARL4A	MESH	C116036	ARL4A protein, human
UMLS:C1260192	genistein-17.1A immunoconjugate	MESH	C476210	genistein-17.1A immunoconjugate
UMLS:C0539912	Bio-Gide	MESH	C106416	Bio-Gide
UMLS:C1416504	ITGB8	MESH	C000707689	ITGB8 protein, human
UMLS:C0053158	Benzene 1,2-dioxygenase	MESH	C019765	benzene 1,2-dioxygenase
UMLS:C0060219	fermodulin	MESH	C043447	fermodulin
UMLS:C0772125	Ginkgo biloba	UNII	19FUJ2C58T	GINKGO
UMLS:C0772125	Ginkgo biloba	DRUGBANK	DB01381	Ginkgo biloba
UMLS:C0772125	Ginkgo biloba	MESH	C063170	Ginkgo biloba extract
UMLS:C0772125	Ginkgo biloba	RXCUI	236809	
UMLS:C1422209	KCNK15	MESH	C431132	KCNK15 protein, human
UMLS:C1451136	11-ketodexamethasone	MESH	C484907	11-ketodexamethasone
UMLS:C1420124	SLC1A6	MESH	C493391	SLC1A6 protein, human
UMLS:C0074975	spermic acid	MESH	C009302	spermic acid
UMLS:C1174879	1-(5-amino-5-carboxypentyl)-3-((5-amino-5-carboxypentylamino)methyl)-5-hydroxypyridinium	MESH	C472033	1-(5-amino-5-carboxypentyl)-3-((5-amino-5-carboxypentylamino)methyl)-5-hydroxypyridinium
UMLS:C0068161	N-monoacetylcystine	MESH	C030905	N-monoacetylcystine
UMLS:C1615539	polysol solution	MESH	C504758	polysol solution
UMLS:C3883786	Firemaster 550	MESH	C000591741	Firemaster 550
UMLS:C1540214	ATP13A1	MESH	C000711614	ATP13A1 protein, human
UMLS:C0667874	lithocholyl-lysyl-fluorescein	MESH	C109091	lithocholyl-lysyl-fluorescein
UMLS:C0291948	BLVR protein, Bos taurus	MESH	C090924	BLVR protein, Bos taurus
UMLS:C1418424	PDE5A	MESH	C517381	PDE5A protein, human
UMLS:C3256248	Phellinus linteus mycelium	DRUGBANK	DB14282	Phellinus linteus mycelium
UMLS:C3256248	Phellinus linteus mycelium	RXCUI	1312717	
UMLS:C1569009	ORF45 protein, murine gammaherpesvirus 68	MESH	C500426	ORF45 protein, murine gammaherpesvirus 68
UMLS:C1412364	ALPL	MESH	C548267	ALPL protein, human
UMLS:C0063691	integration host factor, E coli	MESH	C440502	integration host factor, E coli
UMLS:C1258147	akaganeite	MESH	C473845	akaganeite
UMLS:C1427925	ELL	MESH	C090862	ELL protein, human
UMLS:C0211066	MreB protein, E coli	MESH	C078473	MreB protein, E coli
UMLS:C3819068	Alprolix	DRUGBANK	DB11608	Eftrenonacog alfa
UMLS:C0211518	prepro-THR (160-169) receptor	MESH	C078712	prepro-THR (160-169) receptor
UMLS:C0246110	helothermine	MESH	C064223	helothermine
UMLS:C0063592	inositol-1,4,5-triphosphate receptor	MESH	D053496	Inositol 1,4,5-Trisphosphate Receptors
UMLS:C3181226	peniocerol	MESH	C558190	peniocerol
UMLS:C1415469	HAO2	MESH	C408464	HAO2 protein, human
UMLS:C0593465	potassium chloride Injectable Solution	RXCUI	152997	
UMLS:C0062507	Heparin Lyase	MESH	D019763	Heparin Lyase
UMLS:C1333572	FOXO1	MESH	C085126	FOXO1 protein, human
UMLS:C0242957	ERBB2	MESH	C508053	ERBB2 protein, human
UMLS:C0218146	peptide YY receptor	MESH	C082172	peptide YY receptor
UMLS:C3494038	pregnane glycoside	MESH	C574437	pregnane glycoside
UMLS:C0053811	bisucaberin	MESH	C054842	bisucaberin
UMLS:C1095911	wheat preparation	RXCUI	1441652	
UMLS:C1258712	SYBR Gold nucleic acid gel stain	MESH	C474470	SYBR Gold nucleic acid gel stain
UMLS:C0755970	dopamine D2L receptor	MESH	C113776	dopamine D2L receptor
UMLS:C4554268	Cuscuta reflexa extract	RXCUI	2048126	
UMLS:C1136536	gap 27 peptide	MESH	C455880	gap 27 peptide
UMLS:C0052177	apolipophorin III	MESH	C042470	apolipophorin III
UMLS:C0987624	mephenytoin 100 MG	RXCUI	316241	
UMLS:C0059998	factor 420	MESH	C007701	factor 420
UMLS:C0059998	factor 420	CAS	37333-48-5	
UMLS:C1416645	KIR2DL3	MESH	C515078	KIR2DL3 protein, human
UMLS:C0911762	tachylectin P, Tachypleus tridentatus	MESH	C403522	tachylectin P, Tachypleus tridentatus
UMLS:C1428660	SLC6A19	MESH	C491436	SLC6A19 protein, human
UMLS:C1429943	glycyrrhizin-binding proteins	MESH	C086010	glycyrrhizin-binding proteins
UMLS:C3256420	maltose syrup	RXCUI	1310512	
UMLS:C0075740	T-kinin	MESH	C039065	T-kinin
UMLS:C4082578	CDKN2A	MESH	C000614131	CDKN2A protein, human
UMLS:C1422165	KMT2C	MESH	C452979	KMT2C protein, human
UMLS:C1174310	MAML3	MESH	C471298	MAML3 protein, human
UMLS:C0971204	C60 carboxyfullerene	MESH	C416673	C60 carboxyfullerene
UMLS:C1425407	FMNL2	MESH	C476208	FMNL2 protein, human
UMLS:C0243806	dolichyldiphosphatase	MESH	C023082	dolichyldiphosphatase
UMLS:C0770949	thymoxamine hydrochloride	RXCUI	235778	
UMLS:C1125566	naratriptan 2.5 MG	RXCUI	330060	
UMLS:C0051902	anhydrotetracycline oxygenase	MESH	C034689	anhydrotetracycline oxygenase
UMLS:C0252035	acyl-coenzyme A synthetase, E coli	MESH	C085934	acyl-coenzyme A synthetase, E coli
UMLS:C3850086	Frankincense	MESH	D065260	Frankincense
UMLS:C1504751	Qk protein, mouse	MESH	C098217	Qk protein, mouse
UMLS:C0052950	erythrocyte membrane band 4.1 protein	MESH	C028841	erythrocyte membrane band 4.1 protein
UMLS:C1414354	EIF4EBP3	MESH	C112661	EIF4EBP3 protein, human
UMLS:C3884535	AREG	MESH	C587848	AREG protein, human
UMLS:C0606289	methioninol	MESH	C014656	methioninol
UMLS:C2354535	25-hydroxyprotopanaxatriol	MESH	C529606	25-hydroxyprotopanaxatriol
UMLS:C1873453	PlyB bacteriophage lysin	MESH	C518365	PlyB bacteriophage lysin
UMLS:C0165021	beta-lactamase TEM-2	MESH	C056342	beta-lactamase TEM-2
UMLS:C1416713	KRT1	MESH	C491616	KRT1 protein, human
UMLS:C1420530	MED22	MESH	C484358	MED22 protein, human
UMLS:C1312613	6-acyl-2-benzoxazolinone	MESH	C478258	6-acyl-2-benzoxazolinone
UMLS:C1565907	Onecut Transcription Factors	MESH	D051558	Onecut Transcription Factors
UMLS:C0072356	E protein, bacteriophage X174	MESH	C029555	E protein, bacteriophage X174
UMLS:C0537495	gazer	MESH	C105226	gazer
UMLS:C1417406	MTA2	MESH	C120917	MTA2 protein, human
UMLS:C0076387	thermitase	MESH	C022728	thermitase
UMLS:C0103478	anthrax toxin receptors	MESH	C070309	anthrax toxin receptors
UMLS:C4507207	Sevuparin	UNII	7C17NQF03M	SEVUPARIN
UMLS:C4507207	Sevuparin	DRUGBANK	DB15007	Sevuparin
UMLS:C4507207	Sevuparin	MESH	C000619443	sevuparin
UMLS:C1423016	RAI14	MESH	C428450	RAI14 protein, human
UMLS:C0630206	substance 30	MESH	C051916	substance 30
UMLS:C1425168	DUSP16	MESH	C439065	DUSP16 protein, human
UMLS:C0700467	selegiline hydrochloride	RXCUI	203137	
UMLS:C1530131	7-deoxy-10-deacetylbaccatin-III	MESH	C494105	7-deoxy-10-deacetylbaccatin-III
UMLS:C1419773	RUVBL1	MESH	C486549	RUVBL1 protein, human
UMLS:C0162787	chlorofluorocarbon	CHEBI	134024	chlorofluorocarbon
UMLS:C0162787	chlorofluorocarbon	MESH	D017402	Chlorofluorocarbons
UMLS:C1366464	F9	MESH	C093388	Mononine
UMLS:C1366464	F9	DRUGBANK	DB13152	Coagulation Factor IX Human
UMLS:C0056052	cocaine N-demethylase	MESH	C054553	cocaine N-demethylase
UMLS:C1333228	NCYM_HUMAN N-cym protein (sprot)	MESH	C000588908	MYCNOS protein, human
UMLS:C0963933	tert-butyl tert-butanethiosulfinate	MESH	C419650	tert-butyl tert-butanethiosulfinate
UMLS:C1506517	CDCA8	MESH	C490157	CDCA8 protein, human
UMLS:C0254891	beta-lactamase TEM-26	MESH	C087312	beta-lactamase TEM-26
UMLS:C0627292	apoconcanavalin A	MESH	C048717	apoconcanavalin A
UMLS:C0142956	sodium-bile acid cotransporter	MESH	C071908	sodium-bile acid cotransporter
UMLS:C1428923	PLA2G4D	MESH	C516417	PLA2G4D protein, human
UMLS:C3645202	My Way	RXCUI	1426876	
UMLS:C1826560	PDPN	MESH	C117468	PDPN protein, human
UMLS:C1826560	PDPN	MESH	D000098853	
UMLS:C0146544	TAR RNA-binding protein	MESH	C068106	trans-activation responsive RNA-binding protein
UMLS:C1435274	4-hydroxy 3-methoxybenzylamine	MESH	C482102	4-hydroxy 3-methoxybenzylamine
UMLS:C0755314	2-hydroxy-5-octanoylbenzoic acid	MESH	C113468	2-hydroxy-5-octanoylbenzoic acid
UMLS:C0294776	melanin-concentrating hormone receptor	MESH	C092274	melanin-concentrating hormone receptor
UMLS:C1423650	TNKS2	MESH	C437334	TNKS2 protein, human
UMLS:C1418468	GATB	MESH	C484603	GATB protein, human
UMLS:C5439904	GRAd-COV2	DRUGBANK	DB16428	GRAd-COV2
UMLS:C0074372	serine hydroxamate	MESH	C028002	serine hydroxamate
UMLS:C0030126	4,4'-azodibenzenearsonic acid	CHEBI	53554	4,4'-azodibenzenearsonic acid
UMLS:C0030126	4,4'-azodibenzenearsonic acid	CHEMBL.COMPOUND	CHEMBL2008878	
UMLS:C0030126	4,4'-azodibenzenearsonic acid	MESH	D010132	p-Azobenzenearsonate
UMLS:C0030126	4,4'-azodibenzenearsonic acid	CAS	7334-23-8	
UMLS:C0030126	4,4'-azodibenzenearsonic acid	INCHIKEY	ITRMROGJSNWFKO-FOCLMDBBSA-N	
UMLS:C0215717	Parnaparin	UNII	M316WT19D8	PARNAPARIN
UMLS:C0215717	Parnaparin	DRUGBANK	DB09260	Parnaparin
UMLS:C0215717	Parnaparin	MESH	C080945	parnaparin
UMLS:C0215717	Parnaparin	RXCUI	69528	
UMLS:C0111586	cyclohexylalanine	MESH	C028544	cyclohexylalanine
UMLS:C0917719	gp120 protein, Human immunodeficiency virus 1	MESH	C514793	gp120 protein, Human immunodeficiency virus 1
UMLS:C4726937	Valoctocogene roxaparvovec	UNII	681K1JDI8M	VALOCTOCOGENE ROXAPARVOVEC
UMLS:C4726937	Valoctocogene roxaparvovec	CHEMBL.COMPOUND	CHEMBL4297579	
UMLS:C4726937	Valoctocogene roxaparvovec	DRUGBANK	DB15561	Valoctocogene roxaparvovec
UMLS:C4726937	Valoctocogene roxaparvovec	MESH	C000723395	Valoctocogene Roxaparvovec
UMLS:C4726937	Valoctocogene roxaparvovec	DrugCentral	5705	valoctocogene roxaparvovec
UMLS:C4726937	Valoctocogene roxaparvovec	RXCUI	2641610	
UMLS:C1412653	ATP5F1B	MESH	C506526	ATP5F1B protein, human
UMLS:C1539659	HECW1	MESH	C485367	HECW1 protein, human
UMLS:C1826528	OXSM	MESH	C000729137	OXSM protein, human
UMLS:C4059436	busulfan Injection	RXCUI	1729351	
UMLS:C0640063	pyroglutamylbenzylamide	MESH	C062997	pyroglutamylbenzylamide
UMLS:C1537465	CEMIP	MESH	C491433	CEMIP protein, human
UMLS:C0981779	tazarotene 0.5 MG/ML Topical Cream	RXCUI	314268	
UMLS:C0082550	Fat Substitutes	MESH	D019358	Fat Substitutes
UMLS:C1332679	CCL15	MESH	C108814	CCL15 protein, human
UMLS:C0611241	diphosphatidylinositol	MESH	C026665	diphosphatidylinositol
UMLS:C0060960	galactolipid	CHEBI	5254	galactolipid
UMLS:C0060960	galactolipid	MESH	D038983	Galactolipids
UMLS:C0083344	ASCL1	MESH	C065500	ASCL1 protein, human
UMLS:C2606224	Ctsd protein, mouse	MESH	C533923	Ctsd protein, mouse
UMLS:C0057335	delta-1-Pyrroline-5-Carboxylate Reductase	MESH	D000097502	delta-1-Pyrroline-5-Carboxylate Reductase
UMLS:C0036755	Arylalkylamine N-Acetyltransferase	MESH	D047068	Arylalkylamine N-Acetyltransferase
UMLS:C0724176	Valstar	RXCUI	220725	
UMLS:C1421929	LPAR5	MESH	C512992	LPAR5 protein, human
UMLS:C1826736	HACD4	MESH	C588244	HACD4 protein, human
UMLS:C2001417	AD 101	MESH	C523280	AD 101
UMLS:C2001417	AD 101	DRUGBANK	DB12621	ST-101
UMLS:C0103408	Annexin A7	MESH	D017310	Annexin A7
UMLS:C1313497	GZMA	MESH	C509212	GZMA protein, human
UMLS:C1432345	PE-PGRS protein, Mycobacterium	MESH	C440642	PE-PGRS protein, Mycobacterium
UMLS:C1703299	tryptophyl-arginyl-tryptophyl-tryptophyl-tryptophyl-tryptophanamide	MESH	C509690	tryptophyl-arginyl-tryptophyl-tryptophyl-tryptophyl-tryptophanamide
UMLS:C0291939	Aptamil	MESH	C090918	Aptamil
UMLS:C0614315	polycytidylate-dependent RNA polymerase	MESH	C031659	polycytidylate-dependent RNA polymerase
UMLS:C1122594	O-methyltylophorinidine	MESH	C455126	O-methyltylophorinidine
UMLS:C1416798	LARGE1	MESH	C117674	LARGE1 protein, human
UMLS:C0986406	haloperidol 10 MG	RXCUI	316026	
UMLS:C0286174	hemoglobin J Meerut	MESH	C060130	hemoglobin J Meerut
UMLS:C0076863	toxin VII	MESH	C042143	toxin VII
UMLS:C0054814	carnosine synthetase	MESH	C019844	carnosine synthetase
UMLS:C1138511	nitrophenyl N-oluenesulfonyl-aminoisobutyrate	MESH	C459721	nitrophenyl N-oluenesulfonyl-aminoisobutyrate
UMLS:C5201207	namilumab	MESH	C000624713	namilumab
UMLS:C5201207	namilumab	DRUGBANK	DB13037	Namilumab
UMLS:C0010661	CASP4	MESH	C093516	CASP4 protein, human
UMLS:C0010661	CASP4	MESH	D003546	Cysteine Endopeptidases
UMLS:C0010661	CASP4	MESH	D057056	Cysteine Proteases
UMLS:C0015416	Eye Proteins	MESH	D005136	Eye Proteins
UMLS:C2002352	octadecyl trimethyl ammonium chloride	RXCUI	1426372	
UMLS:C1420841	BHLHE22	MESH	C471854	BHLHE22 protein, human
UMLS:C0961951	UDP-Glucuronosyltransferase 1-9	MESH	D000090264	UDP-Glucuronosyltransferase 1A9
UMLS:C0065192	low density lipoprotein-heparin complex	MESH	C062642	low density lipoprotein-heparin complex
UMLS:C0936106	Thyrolar	MESH	C018539	thyroxine, triiodothyronine drug combination
UMLS:C0936106	Thyrolar	DRUGBANK	DB01583	Liotrix
UMLS:C0031449	Phenyl Ethers	MESH	D010647	Phenyl Ethers
UMLS:C0949987	Saccharomyces cerevisiae Proteins	MESH	D029701	Saccharomyces cerevisiae Proteins
UMLS:C1138234	cyanidin-3-O-beta-glucopyranoside	MESH	C462279	cyanidin-3-O-beta-glucopyranoside
UMLS:C1175972	aspernomine	MESH	C473424	aspernomine
UMLS:C1426668	DDX51	MESH	C000626796	DDX51 protein, human
UMLS:C0910810	prolyl-phenylalanyl-arginyl-phenylalaninamide	MESH	C402043	prolyl-phenylalanyl-arginyl-phenylalaninamide
UMLS:C1826354	NAT10	MESH	C522989	NAT10 protein, human
UMLS:C1367458	LGI1	MESH	C116499	LGI1 protein, human
UMLS:C0764061	sarcodonin L	MESH	C117588	sarcodonin L
UMLS:C0121395	hemoglobin Sun Prairie	MESH	C067961	hemoglobin Sun Prairie
UMLS:C0026682	mucins	MESH	D009077	Mucins
UMLS:C1569153	L protein, hantavirus	MESH	C500570	L protein, hantavirus
UMLS:C1332416	BIRC5	MESH	C107489	BIRC5 protein, human
UMLS:C0016004	Beriplast P	MESH	D015718	Fibrin Tissue Adhesive
UMLS:C1539080	POLR1G	MESH	C119975	POLR1G protein, human
UMLS:C1506705	Cdh17 protein, mouse	MESH	C490585	Cdh17 protein, mouse
UMLS:C0077677	ubiquitin-Nalpha-protein hydrolase	MESH	C059237	ubiquitin-Nalpha-protein hydrolase
UMLS:C1122728	asparaginyl endopeptidase, lysosomal	MESH	C447421	asparaginyl endopeptidase, lysosomal
UMLS:C1610930	N-((1S)-1-(((1-(2-diazoacetyl)butyl)amino)carbonyl)-3-methylbutyl)-4'-iodo-(1,1'-biphenyl)-4-carboxamide	MESH	C503724	N-((1S)-1-(((1-(2-diazoacetyl)butyl)amino)carbonyl)-3-methylbutyl)-4'-iodo-(1,1'-biphenyl)-4-carboxamide
UMLS:C0059957	Exopolyphosphatase	MESH	C020137	exopolyphosphatase
UMLS:C1802535	potash	MESH	C518454	potash
UMLS:C1802535	potash	RXCUI	1370422	
UMLS:C0939465	Razadyne	RXCUI	583099	
UMLS:C4692294	erenumab	MESH	C000605816	erenumab
UMLS:C4692294	erenumab	DRUGBANK	DB14039	Erenumab
UMLS:C0075005	spiralin	MESH	C028588	spiralin
UMLS:C0962757	vitamin D response element-binding protein 2	MESH	C417251	vitamin D response element-binding protein 2
UMLS:C0246951	Integrin alpha6beta1	MESH	D039121	Integrin alpha6beta1
