combo_concept_id	combo_label	seed_identifier	canonical_identifier	equivalent_identifier	equivalent_label	mapping_confidence	mapping_source
1.2.5	Percutaneous_Collagen_Induction	MESH:D000097244	UMLS:C5780323	MESH:D000097244	Percutaneous Collagen Induction	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6	Mind	UMLS:C0260173	UMLS:C0260173	UMLS:C0260173	Mind-Body Therapies		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6	Mind	UMLS:C0260173	UMLS:C0260173	MESH:D026441	Mind-Body Therapies	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6	Mind	MESH:D026441	UMLS:C0260173	UMLS:C0260173	Mind-Body Therapies		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6	Mind	MESH:D026441	UMLS:C0260173	MESH:D026441	Mind-Body Therapies	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	UMLS:C0006155	UMLS:C0006155	UMLS:C0006155	Breathing Exercises		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.1	Breathing_Exercise	UMLS:C0006155	UMLS:C0006155	ICD9CM:93.18	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	UMLS:C0006155	UMLS:C0006155	MESH:D001945	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	UMLS:C0006155	UMLS:C0006155	NCIT:C160870	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	UMLS:C0006155	UMLS:C0006155	SNOMEDCT:12895002	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	UMLS:C0006155	UMLS:C0006155	SNOMEDCT:151547001	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	UMLS:C0006155	UMLS:C0006155	SNOMEDCT:20550006	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	UMLS:C0006155	UMLS:C0006155	SNOMEDCT:85903002	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	MESH:D001945	UMLS:C0006155	UMLS:C0006155	Breathing Exercises		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.1	Breathing_Exercise	MESH:D001945	UMLS:C0006155	ICD9CM:93.18	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	MESH:D001945	UMLS:C0006155	MESH:D001945	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	MESH:D001945	UMLS:C0006155	NCIT:C160870	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	MESH:D001945	UMLS:C0006155	SNOMEDCT:12895002	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	MESH:D001945	UMLS:C0006155	SNOMEDCT:151547001	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	MESH:D001945	UMLS:C0006155	SNOMEDCT:20550006	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1	Breathing_Exercise	MESH:D001945	UMLS:C0006155	SNOMEDCT:85903002	Breathing Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1.2	Deep_Breathing	UMLS:C1328799	UMLS:C1328799	UMLS:C1328799	Deep breathing		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.1.2	Deep_Breathing	UMLS:C1328799	UMLS:C1328799	LOINC:LA33514-3	Deep breathing	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1.2	Deep_Breathing	UMLS:C1328799	UMLS:C1328799	SNOMEDCT:289123006	Deep breathing	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.1.2	Deep_Breathing	UMLS:C1328799	UMLS:C1328799	SNOMEDCT:63782006	Deep breathing	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2	Relaxation_Technique	UMLS:C0035029	UMLS:C0035029	UMLS:C0035029	Relaxation Techniques		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2	Relaxation_Technique	UMLS:C0035029	UMLS:C0035029	LOINC:LA33541-6	Relaxation Techniques	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2	Relaxation_Technique	UMLS:C0035029	UMLS:C0035029	MESH:D012064	Relaxation Techniques	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2	Relaxation_Technique	UMLS:C0035029	UMLS:C0035029	NCIT:C28184	Relaxation Techniques	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2	Relaxation_Technique	UMLS:C0035029	UMLS:C0035029	SNOMEDCT:284467003	Relaxation Techniques	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2	Relaxation_Technique	MESH:D012064	UMLS:C0035029	UMLS:C0035029	Relaxation Techniques		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2	Relaxation_Technique	MESH:D012064	UMLS:C0035029	LOINC:LA33541-6	Relaxation Techniques	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2	Relaxation_Technique	MESH:D012064	UMLS:C0035029	MESH:D012064	Relaxation Techniques	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2	Relaxation_Technique	MESH:D012064	UMLS:C0035029	NCIT:C28184	Relaxation Techniques	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2	Relaxation_Technique	MESH:D012064	UMLS:C0035029	SNOMEDCT:284467003	Relaxation Techniques	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.1	Art_Therapy	UMLS:C0003827	UMLS:C0003827	UMLS:C0003827	Art Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.1	Art_Therapy	UMLS:C0003827	UMLS:C0003827	MESH:D001155	Art Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.1	Art_Therapy	UMLS:C0003827	UMLS:C0003827	MTH:NOCODE	Art Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.1	Art_Therapy	UMLS:C0003827	UMLS:C0003827	NCIT:C67031	Art Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.1	Art_Therapy	UMLS:C0003827	UMLS:C0003827	SNOMEDCT:65153003	Art Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.1	Art_Therapy	MESH:D001155	UMLS:C0003827	UMLS:C0003827	Art Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.1	Art_Therapy	MESH:D001155	UMLS:C0003827	MESH:D001155	Art Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.1	Art_Therapy	MESH:D001155	UMLS:C0003827	MTH:NOCODE	Art Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.1	Art_Therapy	MESH:D001155	UMLS:C0003827	NCIT:C67031	Art Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.1	Art_Therapy	MESH:D001155	UMLS:C0003827	SNOMEDCT:65153003	Art Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.1.1.1	Pottery	UMLS:C3468077	UMLS:C3468077	UMLS:C3468077			self
1.2.6.2.1.2	Creative_Art_Therapy	UMLS:C0870372	UMLS:C0870372	UMLS:C0870372	creative arts therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.2	Humor_Therapy	UMLS:C0597811	UMLS:C0597811	UMLS:C0597811	Humor therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.2	Humor_Therapy	UMLS:C0597811	UMLS:C0597811	SNOMEDCT:386325009	Humor therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.2.1	Laughter_Therapy	UMLS:C0949806	UMLS:C0949806	UMLS:C0949806	Laughter Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.2.1	Laughter_Therapy	UMLS:C0949806	UMLS:C0949806	MESH:D027641	Laughter Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.2.1	Laughter_Therapy	MESH:D027641	UMLS:C0949806	UMLS:C0949806	Laughter Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.2.1	Laughter_Therapy	MESH:D027641	UMLS:C0949806	MESH:D027641	Laughter Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.2.1.1	Laughter_Yoga	UMLS:C4045984	UMLS:C4045984	UMLS:C4045984	Laughter Yoga		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.2.1.1	Laughter_Yoga	MESH:D027641	UMLS:C0949806	UMLS:C0949806	Laughter Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.2.1.1	Laughter_Yoga	MESH:D027641	UMLS:C0949806	MESH:D027641	Laughter Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.3	Music_Therapy	UMLS:C0026868	UMLS:C0026868	UMLS:C0026868	Music Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.3	Music_Therapy	UMLS:C0026868	UMLS:C0026868	ICD9CM:93.84	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.3	Music_Therapy	UMLS:C0026868	UMLS:C0026868	LOINC:LA33539-0	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.3	Music_Therapy	UMLS:C0026868	UMLS:C0026868	MESH:D009147	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.3	Music_Therapy	UMLS:C0026868	UMLS:C0026868	NCIT:C67033	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.3	Music_Therapy	UMLS:C0026868	UMLS:C0026868	SNOMEDCT:21065008	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.3	Music_Therapy	MESH:D009147	UMLS:C0026868	UMLS:C0026868	Music Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.3	Music_Therapy	MESH:D009147	UMLS:C0026868	ICD9CM:93.84	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.3	Music_Therapy	MESH:D009147	UMLS:C0026868	LOINC:LA33539-0	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.3	Music_Therapy	MESH:D009147	UMLS:C0026868	MESH:D009147	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.3	Music_Therapy	MESH:D009147	UMLS:C0026868	NCIT:C67033	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.3	Music_Therapy	MESH:D009147	UMLS:C0026868	SNOMEDCT:21065008	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.3.7	Raga_Therapy	UMLS:C5057506	UMLS:C5057506	UMLS:C5057506			self
1.2.6.2.4	Reflexology	UMLS:C0034945	UMLS:C0034945	UMLS:C0034945	Reflexology		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.4	Reflexology	UMLS:C0034945	UMLS:C0034945	MESH:D026201	Reflexology	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.4	Reflexology	UMLS:C0034945	UMLS:C0034945	NCIT:C162743	Reflexology	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.4	Reflexology	UMLS:C0034945	UMLS:C0034945	SNOMEDCT:394614006	Reflexology	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.4	Reflexology	MESH:D012028	UMLS:C0034946	UMLS:C0034946	Reflexotherapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.4	Reflexology	MESH:D012028	UMLS:C0034946	MESH:D012028		0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.4.1	Acu_Reflexology	UMLS:C1273536	UMLS:C1273536	UMLS:C1273536			self
1.2.6.2.4.1	Acu_Reflexology	UMLS:C1273536	UMLS:C1273536	SNOMEDCT:393108005	Acu-reflexology	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.4.1	Acu_Reflexology	UMLS:C1273536	UMLS:C1273536	SNOMEDCT:394059002	Acu-reflexology	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.4.1	Acu_Reflexology	UMLS:C1273536	UMLS:C1273536	SNOMEDCT:394874004	Acu-reflexology	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.4.5	Ear_Reflexology	UMLS:C1442582	UMLS:C1442582	UMLS:C1442582			self
1.2.6.2.5	Progressive_Muscle_Relaxation	UMLS:C0454043	UMLS:C0454043	UMLS:C0454043	Progressive muscle relaxation		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.2.5	Progressive_Muscle_Relaxation	UMLS:C0454043	UMLS:C0454043	SNOMEDCT:228562009	Progressive muscle relaxation	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.2.5	Progressive_Muscle_Relaxation	UMLS:C0454043	UMLS:C0454043	SNOMEDCT:386400004	Progressive muscle relaxation	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3	Biofeedback	UMLS:C0005491	UMLS:C0005491	UMLS:C0005491	Biofeedback		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.3	Biofeedback	UMLS:C0005491	UMLS:C0005491	LOINC:LA28988-6	Biofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3	Biofeedback	UMLS:C0005491	UMLS:C0005491	MESH:D001676	Biofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3	Biofeedback	UMLS:C0005491	UMLS:C0005491	NCIT:C15186	Biofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3	Biofeedback	UMLS:C0005491	UMLS:C0005491	SNOMEDCT:228566007	Biofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3	Biofeedback	UMLS:C0005491	UMLS:C0005491	SNOMEDCT:28150003	Biofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3	Biofeedback	MESH:D001676	UMLS:C0005491	UMLS:C0005491	Biofeedback		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.3	Biofeedback	MESH:D001676	UMLS:C0005491	LOINC:LA28988-6	Biofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3	Biofeedback	MESH:D001676	UMLS:C0005491	MESH:D001676	Biofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3	Biofeedback	MESH:D001676	UMLS:C0005491	NCIT:C15186	Biofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3	Biofeedback	MESH:D001676	UMLS:C0005491	SNOMEDCT:228566007	Biofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3	Biofeedback	MESH:D001676	UMLS:C0005491	SNOMEDCT:28150003	Biofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3.1	Sensory_Feedback	UMLS:C0178842	UMLS:C0178842	UMLS:C0178842	Sensory Feedback		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.3.1	Sensory_Feedback	UMLS:C0178842	UMLS:C0178842	MESH:D056228	Sensory Feedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3.1	Sensory_Feedback	MESH:D056228	UMLS:C0178842	UMLS:C0178842	Sensory Feedback		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.3.1	Sensory_Feedback	MESH:D056228	UMLS:C0178842	MESH:D056228	Sensory Feedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3.2	Neurofeedback	UMLS:C2713543	UMLS:C2713543	UMLS:C2713543	Neurofeedback		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.3.2	Neurofeedback	UMLS:C2713543	UMLS:C2713543	NCIT:C93302	Neurofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3.2	Neurofeedback	UMLS:C2713543	UMLS:C2713543	SNOMEDCT:29203007	Neurofeedback	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.3.2	Neurofeedback	MESH:D058765	UMLS:C2713542	UMLS:C2713542	Brainwave Biofeedback		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.3.2	Neurofeedback	MESH:D058765	UMLS:C2713542	MESH:D058765		0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4	Exercise_Therapy	UMLS:C4082302	UMLS:C4082302	UMLS:C4082302			self
1.2.6.4	Exercise_Therapy	UMLS:C4082302	UMLS:C4082302	NCIT:C64896	CAM Exercise Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.1	Pilates_Based_Exercise	UMLS:C1720840	UMLS:C1720840	UMLS:C1720840	Pilates-Based Exercises		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.4.1.1	Pilates_Based_Exercise	UMLS:C1720840	UMLS:C1720840	MESH:D026241	Pilates-Based Exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.2	Tai_Chi	UMLS:C0376403	UMLS:C0376403	UMLS:C0376403	Tai Ji		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.4.1.2	Tai_Chi	UMLS:C0376403	UMLS:C0376403	MESH:D026302	Tai Ji	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.2	Tai_Chi	UMLS:C0376403	UMLS:C0376403	NCIT:C93099	Tai Ji	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.2	Tai_Chi	UMLS:C0376403	UMLS:C0376403	SNOMEDCT:30900002	Tai Ji	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.2	Tai_Chi	MESH:D026302	UMLS:C0376403	UMLS:C0376403	Tai Ji		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.4.1.2	Tai_Chi	MESH:D026302	UMLS:C0376403	MESH:D026302	Tai Ji	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.2	Tai_Chi	MESH:D026302	UMLS:C0376403	NCIT:C93099	Tai Ji	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.2	Tai_Chi	MESH:D026302	UMLS:C0376403	SNOMEDCT:30900002	Tai Ji	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.3	Yoga_Therapy	UMLS:C1883583	UMLS:C1883583	UMLS:C1883583	Yoga		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.4.1.3	Yoga_Therapy	UMLS:C1883583	UMLS:C1883583	MESH:D015013	Yoga	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.3	Yoga_Therapy	UMLS:C1883583	UMLS:C1883583	NCIT:C64897	Yoga	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.3	Yoga_Therapy	UMLS:C1883583	UMLS:C1883583	SNOMEDCT:1259940003	Yoga	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.3	Yoga_Therapy	MESH:D009147	UMLS:C0026868	UMLS:C0026868	Music Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.4.1.3	Yoga_Therapy	MESH:D009147	UMLS:C0026868	ICD9CM:93.84	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.3	Yoga_Therapy	MESH:D009147	UMLS:C0026868	LOINC:LA33539-0	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.3	Yoga_Therapy	MESH:D009147	UMLS:C0026868	MESH:D009147	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.3	Yoga_Therapy	MESH:D009147	UMLS:C0026868	NCIT:C67033	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.3	Yoga_Therapy	MESH:D009147	UMLS:C0026868	SNOMEDCT:21065008	Music Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.4	Qigong_Therapy	UMLS:C0282077	UMLS:C0282077	UMLS:C0282077	Qigong		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.4.1.4	Qigong_Therapy	UMLS:C0282077	UMLS:C0282077	MESH:D064906	Qigong	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.4	Qigong_Therapy	UMLS:C0282077	UMLS:C0282077	NCIT:C93098	Qigong	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.4	Qigong_Therapy	UMLS:C0282077	UMLS:C0282077	SNOMEDCT:733449008	Qigong	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.4	Qigong_Therapy	MESH:D064906	UMLS:C0282077	UMLS:C0282077	Qigong		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.4.1.4	Qigong_Therapy	MESH:D064906	UMLS:C0282077	MESH:D064906	Qigong	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.4	Qigong_Therapy	MESH:D064906	UMLS:C0282077	NCIT:C93098	Qigong	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.4	Qigong_Therapy	MESH:D064906	UMLS:C0282077	SNOMEDCT:733449008	Qigong	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.1.4.2.1	External_Qi_Gong_Therapy	UMLS:C4727539	UMLS:C4727539	UMLS:C4727539			self
1.2.6.4.1.4.2.1	External_Qi_Gong_Therapy	UMLS:C4727539	UMLS:C4727539	NCIT:C154263	External Qigong Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.2	Dance_Therapy	UMLS:C0010962	UMLS:C0010962	UMLS:C0010962	Dance Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.4.2	Dance_Therapy	UMLS:C0010962	UMLS:C0010962	MESH:D003614	Dance Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.2	Dance_Therapy	UMLS:C0010962	UMLS:C0010962	SNOMEDCT:123163006	Dance Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.2	Dance_Therapy	UMLS:C0010962	UMLS:C0010962	SNOMEDCT:69711002	Dance Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.2	Dance_Therapy	MESH:D003614	UMLS:C0010962	UMLS:C0010962	Dance Therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.4.2	Dance_Therapy	MESH:D003614	UMLS:C0010962	MESH:D003614	Dance Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.2	Dance_Therapy	MESH:D003614	UMLS:C0010962	SNOMEDCT:123163006	Dance Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.2	Dance_Therapy	MESH:D003614	UMLS:C0010962	SNOMEDCT:69711002	Dance Therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.3	Aikido	UMLS:C0078912	UMLS:C0078912	UMLS:C0078912	Aikido		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.4.3	Aikido	UMLS:C0078912	UMLS:C0078912	MESH:D016139	Aikido	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.3	Aikido	UMLS:C0078912	UMLS:C0078912	SNOMEDCT:75749007	Aikido	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.4.5	Facial_Exercise	UMLS:C0454333	UMLS:C0454333	UMLS:C0454333	Facial exercises		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.4.5	Facial_Exercise	UMLS:C0454333	UMLS:C0454333	SNOMEDCT:229123001	Facial exercises	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.5.1	Alexander_Technique	UMLS:C0597812	UMLS:C0597812	UMLS:C0597812	Alexander technique		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.6.5.1	Alexander_Technique	UMLS:C0597812	UMLS:C0597812	SNOMEDCT:876850004	Alexander technique	0.9	combo_crosswalk_from_mrconso.tsv
1.2.6.5.2	Aston_Patterning	UMLS:C0695542	UMLS:C0695542	UMLS:C0695542			self
1.2.7	Movement_Therapy	UMLS:C0454279	UMLS:C0454279	UMLS:C0454279	Movement therapy		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.7	Movement_Therapy	UMLS:C0454279	UMLS:C0454279	SNOMEDCT:229064008	Movement therapy	0.9	combo_crosswalk_from_mrconso.tsv
1.2.7.1	Continuous_Passive_Movement_Therapy	UMLS:C0026604	UMLS:C0026604	UMLS:C0026604	Motion Therapy, Continuous Passive		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.7.1	Continuous_Passive_Movement_Therapy	UMLS:C0026604	UMLS:C0026604	MESH:D015915	Motion Therapy, Continuous Passive	0.9	combo_crosswalk_from_mrconso.tsv
1.2.7.1	Continuous_Passive_Movement_Therapy	UMLS:C0026604	UMLS:C0026604	SNOMEDCT:151542007	Motion Therapy, Continuous Passive	0.9	combo_crosswalk_from_mrconso.tsv
1.2.7.1	Continuous_Passive_Movement_Therapy	UMLS:C0026604	UMLS:C0026604	SNOMEDCT:183316005	Motion Therapy, Continuous Passive	0.9	combo_crosswalk_from_mrconso.tsv
1.2.7.1	Continuous_Passive_Movement_Therapy	UMLS:C0026604	UMLS:C0026604	SNOMEDCT:229078009	Motion Therapy, Continuous Passive	0.9	combo_crosswalk_from_mrconso.tsv
1.2.7.1	Continuous_Passive_Movement_Therapy	MESH:D015915	UMLS:C0026604	UMLS:C0026604	Motion Therapy, Continuous Passive		/Users/drshika2/NodeNormalization/ (1)/semmed/semmed_normalized_full_with_pubchem.json
1.2.7.1	Continuous_Passive_Movement_Therapy	MESH:D015915	UMLS:C0026604	MESH:D015915	Motion Therapy, Continuous Passive	0.9	combo_crosswalk_from_mrconso.tsv
1.2.7.1	Continuous_Passive_Movement_Therapy	MESH:D015915	UMLS:C0026604	SNOMEDCT:151542007	Motion Therapy, Continuous Passive	0.9	combo_crosswalk_from_mrconso.tsv
1.2.7.1	Continuous_Passive_Movement_Therapy	MESH:D015915	UMLS:C0026604	SNOMEDCT:183316005	Motion Therapy, Continuous Passive	0.9	combo_crosswalk_from_mrconso.tsv
