input_curie	preferred_identifier	preferred_label	confidence	method	evidence
NCIT:C64896	UMLS:C4082302	CAM Exercise Therapy	0.9	umls_mrconso_cui_crosswalk	MRCONSO:NCI
MTH:NOCODE	UMLS:C4082302	CAM Exercise Therapy	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MTH
MESH:D014676	UMLS:C4082525		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MTH:NOCODE	UMLS:C4082525		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MTH
MESH:D015670	UMLS:C4277524		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D000067656	UMLS:C4280069	Positive Thinking	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D000067269	UMLS:C4280070		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D000076107	UMLS:C4505336	Diet, High-Protein Low-Carbohydrate	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D008516	UMLS:C4505406		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D015670	UMLS:C4505457		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
NCIT:C170801	UMLS:C4704881		0.9	umls_mrconso_cui_crosswalk	MRCONSO:NCI
MESH:D000093763	UMLS:C4704881		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
SNOMEDCT:1362129009	UMLS:C4704881		0.9	umls_mrconso_cui_crosswalk	MRCONSO:SNOMEDCT_US
MESH:D000093763	UMLS:C4704883		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
NCIT:C154263	UMLS:C4727539	External Qigong Therapy	0.9	umls_mrconso_cui_crosswalk	MRCONSO:NCI
MESH:D000079742	UMLS:C5197695	Cupping Therapy	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D000095500	UMLS:C5197846		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
NCIT:C180543	UMLS:C5197846		0.9	umls_mrconso_cui_crosswalk	MRCONSO:NCI
MESH:D000095500	UMLS:C5200818		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
NCIT:C165620	UMLS:C5237316	Localized Vibration Therapy	0.9	umls_mrconso_cui_crosswalk	MRCONSO:NCI
MESH:D055670	UMLS:C5392982		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
NCIT:C174524	UMLS:C5400760	Bright White Light Therapy	0.9	umls_mrconso_cui_crosswalk	MRCONSO:NCI
MTH:NOCODE	UMLS:C5400760	Bright White Light Therapy	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MTH
MESH:D000091182	UMLS:C5544463	Medicine, Iranian Traditional	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D000088543	UMLS:C5544506	Aquatic Therapy	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D000093763	UMLS:C5691329		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D000093763	UMLS:C5691330		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D010989	UMLS:C5691412		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D000097244	UMLS:C5780323	Percutaneous Collagen Induction	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MTH:NOCODE	UMLS:C5780323	Percutaneous Collagen Induction	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MTH
MESH:D000096262	UMLS:C5781873		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MTH:NOCODE	UMLS:C5781873		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MTH
MESH:D000093763	UMLS:C5828248		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D000093763	UMLS:C5828249		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D000096262	UMLS:C5828333	Medicine, Thai Traditional	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D064866	UMLS:C5891058	Mindfulness Meditation	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MTH:NOCODE	UMLS:C5891058	Mindfulness Meditation	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MTH
MESH:D000099080	UMLS:C5940600	Forest Therapy	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D000099025	UMLS:C5940645	Mindfulness-Based Cognitive Therapy	0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D008515	UMLS:C5940802		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
MESH:D027641	UMLS:C5940817		0.9	umls_mrconso_cui_crosswalk	MRCONSO:MSH
SNOMEDCT:57521000087108	UMLS:C5968212	Hand massage	0.9	umls_mrconso_cui_crosswalk	MRCONSO:SNOMEDCT_US
