combo_concept_id	combo_label	synonyms	reason
1.1.1	Complementary_Dietary_Therapy	Complementary Dietary Intervention	no_mrconso_exact_match
1.1.1.6	Detox_Diet	N/A	no_mrconso_exact_match
1.1.1.8	Raw_Food_Diet	N/A	no_mrconso_exact_match
1.1.7	Microbiome_Metabolite_Therapy	Microbiome Metabolite	no_mrconso_exact_match
1.1.8	Food_Metabolite_Based_Therapy	Food Metabolite	no_mrconso_exact_match
1.1.9	Mindful_Eating	N/A	no_mrconso_exact_match
1.1.14	Practitioner_Guided_Detoxification	N/A	no_mrconso_exact_match
1.2	Physical_Intervention	N/A	no_mrconso_exact_match
1.2.1.5	Japanese_Acupuncture	N/A	no_mrconso_exact_match
1.2.1.7	Korean_Acupuncture	N/A	no_mrconso_exact_match
1.2.1.8	Single_Point_Acupuncture	N/A	no_mrconso_exact_match
1.2.1.9	Hand_Acupuncture	N/A	no_mrconso_exact_match
1.2.1.10	Foot_Acupuncture	N/A	no_mrconso_exact_match
1.2.1.11	Acu_Moxibustion	Acu-Moxi	no_mrconso_exact_match
1.2.1.11.1	Needle_Moxibustion	N/A	no_mrconso_exact_match
1.2.1.11.1.1	Warm_Needle_Moxibustion	N/A	no_mrconso_exact_match
1.2.1.12	Chinese_Acupuncture	N/A	no_mrconso_exact_match
1.2.3.3	Cryo_Auriculotherapy	N/A	no_mrconso_exact_match
1.2.4.1	Transcutaneous_Electrical_Acustimulation	N/A	no_mrconso_exact_match
1.2.4.2	Acupoint_Stimulation	N/A	no_mrconso_exact_match
1.2.6.1.1	Buteyko_Breathing_Technique	Eucapnic Buteyko Breathing|Buteyko Institute Method|Eucapnic Breathing Technique|Buteyko Technique|Buteyko Method|Buteyko Breathing Training	no_mrconso_exact_match
1.2.6.2.1.1	Visual_Art_Therapy	N/A	no_mrconso_exact_match
1.2.6.2.1.1.2	Chinese_Calligraphy_Therapy	N/A	no_mrconso_exact_match
1.2.6.2.1.1.3	Clay_Art_Therapy	N/A	no_mrconso_exact_match
1.2.6.2.1.1.4	Mandala_Therapy	Mandalas	no_mrconso_exact_match
1.2.6.2.1.2.1	Creative_Expression	N/A	no_mrconso_exact_match
1.2.6.2.1.2.2	Artistic_Therapy_Painting	artistic therapies-painting	no_mrconso_exact_match
1.2.6.2.1.3	Phenomenological_Art_Therapy	N/A	no_mrconso_exact_match
1.2.6.2.1.4	Mindfulness_Based_Art_Therapy	N/A	no_mrconso_exact_match
1.2.6.2.1.5	Psychodynamic_Group_Art_Therapy	N/A	no_mrconso_exact_match
1.2.6.2.1.6	Anthroposophic_Art_Therapy	N/A	no_mrconso_exact_match
1.2.6.2.3.1	Musical_Game	Musical Games	no_mrconso_exact_match
1.2.6.2.3.2	Orff_Based_Music_Therapy	N/A	no_mrconso_exact_match
1.2.6.2.3.3	Lyric_Analysis	N/A	no_mrconso_exact_match
1.2.6.2.3.4	Medical_Resonance_Therapy_Music	MRT-Music	no_mrconso_exact_match
1.2.6.2.3.5	Musical_Motor_Feedback	N/A	no_mrconso_exact_match
1.2.6.2.3.6	Evocative_Music	N/A	no_mrconso_exact_match
1.2.6.2.3.8	Dinner_Music_Intervention	N/A	no_mrconso_exact_match
1.2.6.2.3.9	Active_Music_Therapy	N/A	no_mrconso_exact_match
1.2.6.2.3.9.1	Interactive_Music_Therapy	N/A	no_mrconso_exact_match
1.2.6.2.3.10	Music_Based_Imagery	Guided Imagery and Music	no_mrconso_exact_match
