preferred_identifier	preferred_label	evidence	source_file
MONDO:0020421	coronary artery intramyocardial course	ikraph	ikraph_edges_cleaned.csv
MONDO:0020422	aortopulmonary coronary arterial course	ikraph	ikraph_edges_cleaned.csv
MONDO:0020423	stenosis or atrophy of the coronary ostium	ikraph	ikraph_edges_cleaned.csv
MONDO:0020424	intramural coronary arterial course	ikraph	ikraph_edges_cleaned.csv
MONDO:0020425	abnormal number of coronary ostia	ikraph	ikraph_edges_cleaned.csv
MONDO:0020426	malposition of the coronary ostium	ikraph	ikraph_edges_cleaned.csv
MONDO:0020427	Laubry-Pezzi syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020428	congenital Gerbode defect	ikraph	ikraph_edges_cleaned.csv
MONDO:0020429	cor triatriatum dexter	ikraph	ikraph_edges_cleaned.csv
MONDO:0020430	cor triatriatum sinister	ikraph	ikraph_edges_cleaned.csv
MONDO:0020431	juxtaposition of the atrial appendages	ikraph	ikraph_edges_cleaned.csv
MONDO:0020432	ectasia of the right atrial appendage	ikraph	ikraph_edges_cleaned.csv
MONDO:0020433	ectasia of the left appendage	ikraph	ikraph_edges_cleaned.csv
MONDO:0020434	atrial septal defect, ostium secundum type	ikraph	ikraph_edges_cleaned.csv
MONDO:0020435	atrial septal defect, coronary sinus type	ikraph	ikraph_edges_cleaned.csv
MONDO:0020436	atrial septal defect, sinus venosus type	ikraph	ikraph_edges_cleaned.csv
MONDO:0020437	atrial septal defect, ostium primum type	ikraph	ikraph_edges_cleaned.csv
MONDO:0020439	patent foramen ovale	ikraph	ikraph_edges_cleaned.csv
MONDO:0020440	persistent left superior vena cava connecting to the left-sided atrium	ikraph	ikraph_edges_cleaned.csv
MONDO:0020442	left superior vena cava persisting to left-sided atrium	ikraph	ikraph_edges_cleaned.csv
MONDO:0020443	absence of innominate vein	ikraph	ikraph_edges_cleaned.csv
MONDO:0020444	subaortic course of innominate vein	ikraph	ikraph_edges_cleaned.csv
MONDO:0020445	agenesis of the superior vena cava	ikraph	ikraph_edges_cleaned.csv
MONDO:0020446	coronary sinus stenosis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020447	coronary sinus atresia	ikraph	ikraph_edges_cleaned.csv
MONDO:0020449	persistent eustachian valve	ikraph	ikraph_edges_cleaned.csv
MONDO:0020450	azygos continuation of the inferior vena cava	ikraph	ikraph_edges_cleaned.csv
MONDO:0020451	congenital stenosis of the inferior vena cava	ikraph	ikraph_edges_cleaned.csv
MONDO:0020452	inferior vena cava interruption	ikraph	ikraph_edges_cleaned.csv
MONDO:0020456	pleuro-pericardial cyst	ikraph	ikraph_edges_cleaned.csv
MONDO:0020457	6-phosphogluconate dehydrogenase deficiency	ikraph	ikraph_edges_cleaned.csv
MONDO:0020458	hemolytic anemia due to erythrocyte adenosine deaminase overproduction	ikraph	ikraph_edges_cleaned.csv
MONDO:0020459	unstable hemoglobin disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020460	acquired von willebrand syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020462	tarsal kink syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020465	congenital eyelid retraction	ikraph	ikraph_edges_cleaned.csv
MONDO:0020467	mosaic monosomy X	ikraph	ikraph_edges_cleaned.csv
MONDO:0020469	48,XYYY syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020470	49,XYYYY syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020472	Turner syndrome due to structural X chromosome anomalies	ikraph	ikraph_edges_cleaned.csv
MONDO:0020473	dappled diaphyseal dysplasia	ikraph	ikraph_edges_cleaned.csv
MONDO:0020474	cheirospondyloenchondromatosis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020475	dermotrichic syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020476	mesial temporal lobe epilepsy with hippocampal sclerosis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020477	progeria-associated arthropathy	ikraph	ikraph_edges_cleaned.csv
MONDO:0020478	Leber plus disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020479	Gigantism	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020483	acetazolamide-responsive myotonia	ikraph	ikraph_edges_cleaned.csv
MONDO:0020488	atypical progressive supranuclear palsy syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020490	mosaic trisomy 9	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020492	hemimegalencephaly	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020496	familial porencephaly	semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv
MONDO:0020497	Turcot syndrome with polyposis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020499	Nipah virus disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020504	hereditary recurrent myoglobinuria	ikraph	ikraph_edges_cleaned.csv
MONDO:0020505	ravine syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020511	precursor B-cell acute lymphoblastic leukemia	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020512	precursor T-cell acute lymphoblastic leukemia	ikraph	ikraph_edges_cleaned.csv
MONDO:0020513	spermatocytoma	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020519	hand-Schuller-Christian disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020520	adult pulmonary Langerhans cell histiocytosis	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020523	familial parathyroid adenoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020525	transient neonatal diabetes mellitus	semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv
MONDO:0020526	acute megakaryoblastic leukemia in down syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020527	ectopic Cushing syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020528	ACTH-dependent Cushing syndrome	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020529	ACTH-independent Cushing syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020530	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency	ikraph	ikraph_edges_cleaned.csv
MONDO:0020531	long chain acyl-CoA dehydrogenase deficiency	ikraph	ikraph_edges_cleaned.csv
MONDO:0020532	sodoku disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020538	malignant dysgerminomatous germ cell tumor of ovary	ikraph	ikraph_edges_cleaned.csv
MONDO:0020539	extragonadal non-dysgerminomatous germ cell tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0020541	maligant granulosa cell tumor of ovary	ikraph	ikraph_edges_cleaned.csv
MONDO:0020542	malignant Sertoli-Leydig cell tumor of ovary	ikraph	ikraph_edges_cleaned.csv
MONDO:0020543	theca steroid-producing cell malignant tumor of ovary, not further specified	ikraph	ikraph_edges_cleaned.csv
MONDO:0020544	streptococcal toxic-shock syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020545	staphylococcal toxic-shock syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020546	acute graft versus host disease	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020547	chronic graft versus host disease	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020550	gestational choriocarcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020554	Heiner syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020559	O'Sullivan-McLeod syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020567	apnea of prematurity	ikraph	ikraph_edges_cleaned.csv
MONDO:0020568	cutaneous myiasis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020569	intermediate DEND syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020571	relapsing epidemic typhus	ikraph	ikraph_edges_cleaned.csv
MONDO:0020573	inherited disease susceptibility	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020574	central nervous system nongerminomatous germ cell tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0020575	polymorphic ventricular tachycardia	ikraph	ikraph_edges_cleaned.csv
MONDO:0020576	cutaneous vasculitis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020577	childhood gonadal germ cell tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0020579	mucositis	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020580	germinomatous germ cell tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0020581	benign PEComa	ikraph	ikraph_edges_cleaned.csv
MONDO:0020582	benign uterine ligament neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0020583	chromosome 17 disorder	ikraph	ikraph_edges_cleaned.csv
MONDO:0020584	anemia due to enzyme disorder	ikraph	ikraph_edges_cleaned.csv
MONDO:0020585	anemia due to erythrocyte enzyme disorder	ikraph	ikraph_edges_cleaned.csv
MONDO:0020586	factor V deficiency	ikraph	ikraph_edges_cleaned.csv
MONDO:0020588	lung PEComa	ikraph	ikraph_edges_cleaned.csv
MONDO:0020589	cardiac germ cell tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0020590	mycobacterial infectious disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020591	obsolete disorder of peritoneum	ikraph	ikraph_edges_cleaned.csv
MONDO:0020592	disorder of pharynx	ikraph	ikraph_edges_cleaned.csv
MONDO:0020593	trichoblastoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020594	Abducens palsy	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020596	mucin-producing carcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020597	angiokeratoma of scrotum	ikraph	ikraph_edges_cleaned.csv
MONDO:0020598	malabsorption syndrome	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020599	acquired coagulation factor deficiency	ikraph	ikraph_edges_cleaned.csv
MONDO:0020600	acute pharyngitis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020601	mosquito-borne viral encephalitis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020604	X-linked dominant disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020605	X-linked recessive disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020606	sex-linked disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020630	developmental and epileptic encephalopathy 91	semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv
MONDO:0020633	anaplastic cancer	ikraph	ikraph_edges_cleaned.csv
MONDO:0020634	grade III meningioma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020635	anaplastic meningioma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020636	Mendelian susceptibility to mycobacterial diseases due to a complete deficiency	ikraph	ikraph_edges_cleaned.csv
MONDO:0020637	Mendelian susceptibility to mycobacterial diseases due to a partial deficiency	ikraph	ikraph_edges_cleaned.csv
MONDO:0020638	superficial spreading melanoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020639	monosomy	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020640	autoimmune encephalitis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020641	respiratory tract neoplasm	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020642	polycystic kidney disease	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020644	lung non-Hodgkin lymphoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020646	ocular adnexal lymphoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020647	microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020648	rubella encephalitis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020649	warty carcinoma of the penis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020650	germ cell tumor of the vulva	ikraph	ikraph_edges_cleaned.csv
MONDO:0020651	mixed germ cell tumor of vulva	ikraph	ikraph_edges_cleaned.csv
MONDO:0020652	immature teratoma of vulva	ikraph	ikraph_edges_cleaned.csv
MONDO:0020653	vaginal adenocarcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020655	juvenile ankylosing spondylitis	semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv
MONDO:0020656	human papillomavirus-related penile squamous cell carcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020657	human papillomavirus-related squamous cell carcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020658	infiltrating ureter transitional cell carcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020660	osteoblastic osteosarcoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020661	undifferentiated round cell sarcoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020662	borderline ovarian serous tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0020663	malignant spindle cell neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0020664	spindle cell neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0020665	high grade malignant neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0020666	Löfgren syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020667	Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020672	vascular occlusion disorder	ikraph	ikraph_edges_cleaned.csv
MONDO:0020673	arterial occlusion	ikraph	ikraph_edges_cleaned.csv
MONDO:0020674	vascular insufficiency disorder	ikraph	ikraph_edges_cleaned.csv
MONDO:0020675	ischemic bowel disorder	ikraph	ikraph_edges_cleaned.csv
MONDO:0020678	sensorineural hearing loss disorder	ikraph	ikraph_edges_cleaned.csv
MONDO:0020679	conductive hearing loss disorder	ikraph	ikraph_edges_cleaned.csv
MONDO:0020685	infratentorial ependymal tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0020687	supratentorial ependymal tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0020689	AIDS dementia	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020690	adult glioblastoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020693	glycogen storage disease due to liver phosphorylase kinase deficiency	ikraph	ikraph_edges_cleaned.csv
MONDO:0020694	salivary gland epithelial myoepithelial carcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020696	vitamin B12 deficiency	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020697	lung epithelial-myoepithelial carcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020698	inborn error of biotin metabolism	ikraph	ikraph_edges_cleaned.csv
MONDO:0020699	biotin metabolic disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020703	erythroid neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0020705	neural tube defects, susceptibility to	ikraph	ikraph_edges_cleaned.csv
MONDO:0020706	Heberden's node	ikraph	ikraph_edges_cleaned.csv
MONDO:0020707	central hearing loss	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020708	brachial amyotrophic diplegia	ikraph	ikraph_edges_cleaned.csv
MONDO:0020709	Majocchi granuloma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020710	amnionitis	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020711	selective peripheral resistance to thyroid hormone	ikraph	ikraph_edges_cleaned.csv
MONDO:0020714	mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy	ikraph	ikraph_edges_cleaned.csv
MONDO:0020715	multiple system atrophy 1, susceptibility to	ikraph	ikraph_edges_cleaned.csv
MONDO:0020717	autosomal dominant wooly hair	ikraph	ikraph_edges_cleaned.csv
MONDO:0020718	congenital short bowel syndrome, autosomal recessive	ikraph	ikraph_edges_cleaned.csv
MONDO:0020720	X-linked hypophosphatemic rickets	ikraph	ikraph_edges_cleaned.csv
MONDO:0020722	nephrolithiasis susceptibility caused by SLC26A1	ikraph	ikraph_edges_cleaned.csv
MONDO:0020725	anemia due to chronic disorder	ikraph	ikraph_edges_cleaned.csv
MONDO:0020732	progeria	ikraph	ikraph_edges_cleaned.csv
MONDO:0020737	optic atrophy 10 with or without ataxia, intellectual disability, and seizures	ikraph	ikraph_edges_cleaned.csv
MONDO:0020741	pyridoxine-dependent epilepsy caused by ALDH7A1 mutant	ikraph	ikraph_edges_cleaned.csv
MONDO:0020744	Mobitz type I atrioventricular block	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020745	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020746	contractures, pterygia, and variable skeletal fusions syndrome 1B	ikraph	ikraph_edges_cleaned.csv
MONDO:0020752	myoclonic epilepsy, juvenile, susceptibility to, 1	ikraph	ikraph_edges_cleaned.csv
MONDO:0020753	Orthocoronavirinae infectious disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020757	sporadic hemiplegic migraine	ikraph	ikraph_edges_cleaned.csv
MONDO:0020760	skin squamous cell carcinoma in situ	ikraph	ikraph_edges_cleaned.csv
MONDO:0020761	Bowen's Disease	ikraph	ikraph_edges_cleaned.csv
MONDO:0020767	cauda equina syndrome with neurogenic bladder	ikraph	ikraph_edges_cleaned.csv
MONDO:0020768	X-linked deafness	ikraph	ikraph_edges_cleaned.csv
MONDO:0020772	epilepsy, juvenile absence, susceptibility to, 1	ikraph	ikraph_edges_cleaned.csv
MONDO:0020773	cerebrospinal fluid rhinorrhea	ikraph	ikraph_edges_cleaned.csv
MONDO:0020794	colorectal medullary carcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020800	demyelinating disease of central nervous system	ikraph	ikraph_edges_cleaned.csv
MONDO:0020801	rectal medullary carcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020804	basal cell carcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020805	benign basal cell neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0020806	sinoatrial block	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0020807	ovarian sertoli-stromal cell tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0020808	testicular sertoli cell tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0020813	benign testicular sertoli cell tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0020814	miliaria alba	ikraph	ikraph_edges_cleaned.csv
MONDO:0020816	miliaria papulosa	ikraph	ikraph_edges_cleaned.csv
MONDO:0020817	miliaria vesiculosa	ikraph	ikraph_edges_cleaned.csv
MONDO:0020818	secondary dentine	ikraph	ikraph_edges_cleaned.csv
MONDO:0020823	infantile miliaria	ikraph	ikraph_edges_cleaned.csv
MONDO:0020830	diaphragmitis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020831	congenital vertebral-cardiac-renal anomalies syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020835	methemoglobinemia, alpha type	ikraph	ikraph_edges_cleaned.csv
MONDO:0020836	autism, susceptiblity to	ikraph	ikraph_edges_cleaned.csv
MONDO:0020838	anterior nasal diphtheria	ikraph	ikraph_edges_cleaned.csv
MONDO:0020840	pulmonary alveolar proteinosis with hypogammaglobulinemia	ikraph	ikraph_edges_cleaned.csv
MONDO:0020841	neurodevelopmental disorder with cerebellar atrophy and with or without seizures	ikraph	ikraph_edges_cleaned.csv
MONDO:0020853	encephalitis/encephalopathy, mild, with reversible myelin vacuolization	ikraph	ikraph_edges_cleaned.csv
MONDO:0020860	faucial diphtheria	ikraph	ikraph_edges_cleaned.csv
MONDO:0020863	laryngeal diphtheria	ikraph	ikraph_edges_cleaned.csv
MONDO:0020866	nasopharyngeal diphtheria	ikraph	ikraph_edges_cleaned.csv
MONDO:0020927	postaxial polydactyly	semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv
MONDO:0020937	contractures, pterygia, and variable skeletal fusions syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0020944	fungal infection of eye	ikraph	ikraph_edges_cleaned.csv
MONDO:0020959	Mansonella ozzardi infection	ikraph	ikraph_edges_cleaned.csv
MONDO:0020971	gonococcal urethritis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020977	granulomatous prostatitis	ikraph	ikraph_edges_cleaned.csv
MONDO:0020979	pilosebaceous hamartoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0020980	hair nevus	ikraph	ikraph_edges_cleaned.csv
MONDO:0020983	Heart Rupture	ikraph	ikraph_edges_cleaned.csv
MONDO:0020989	hereditary persistence of fetal hemoglobin	ikraph	ikraph_edges_cleaned.csv
MONDO:0021002	syndactyly	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0021003	polydactyly	ikraph	ikraph_edges_cleaned.csv
MONDO:0021004	brachydactyly	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0021008	secondary antiphospholipid syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0021016	channelopathy	ikraph	ikraph_edges_cleaned.csv
MONDO:0021017	synaptopathy	ikraph	ikraph_edges_cleaned.csv
MONDO:0021018	autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6)	ikraph	ikraph_edges_cleaned.csv
MONDO:0021019	X-linked recessive ocular albinism	ikraph	ikraph_edges_cleaned.csv
MONDO:0021023	complete androgen insensitivity syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0021024	malaria, susceptibility to	ikraph	ikraph_edges_cleaned.csv
MONDO:0021025	cirrhosis, familial, with antigenemia	ikraph	ikraph_edges_cleaned.csv
MONDO:0021029	hereditary sebaceous gland anomaly	ikraph	ikraph_edges_cleaned.csv
MONDO:0021038	Ewing sarcoma/peripheral primitive neuroectodermal tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0021039	extraskeletal Ewing sarcoma/peripheral primitive neuroectodermal tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0021040	pancreatic neoplasm	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0021041	pleural solitary fibrous tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0021042	glioma	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0021046	breast fibroepithelial neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0021047	breast phyllodes tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0021052	parasympathetic paraganglioma	ikraph	ikraph_edges_cleaned.csv
MONDO:0021058	neoplastic syndrome	ikraph	ikraph_edges_cleaned.csv
MONDO:0021063	colon cancer	ikraph	ikraph_edges_cleaned.csv
MONDO:0021064	jugulotympanic paraganglioma	ikraph	ikraph_edges_cleaned.csv
MONDO:0021066	urinary system neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0021067	mediastinal germ cell tumor	ikraph	ikraph_edges_cleaned.csv
MONDO:0021069	malignant endocrine neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0021070	sublingual gland carcinoma	ikraph	ikraph_edges_cleaned.csv
MONDO:0021071	laryngeal neoplasm	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0021072	sympathetic paraganglioma	ikraph	ikraph_edges_cleaned.csv
MONDO:0021073	paraneoplastic syndrome	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0021074	precancerous condition	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0021075	neoplastic polyp	ikraph	ikraph_edges_cleaned.csv
MONDO:0021076	pancreatic exocrine neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0021077	cystic neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0021079	childhood neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0021080	blood vessel neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0021081	anti-NMDA receptor encephalitis	ikraph	ikraph_edges_cleaned.csv
MONDO:0021082	Meckel diverticulum neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0021084	vision disorder	ikraph|semmeddb	/Users/drshika2/RTX-KG2/merged_ikraph_semmeddb_v5_pubchem/semmeddb_relationships_neo4j.csv|ikraph_edges_cleaned.csv
MONDO:0021085	gastric neoplasm	ikraph	ikraph_edges_cleaned.csv
MONDO:0021089	peripheral nervous system cancer	ikraph	ikraph_edges_cleaned.csv
